"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌","comment"
-152.23,-15.22,-208.83,-20.88,56.60,5.66,901.83,90.18,374.33,37.43,527.50,52.75,1054.06,105.41,583.16,58.32,470.90,47.09,137.43,13.49,181.99,17.87,154.55,15.45,-0.07,-0.09,0.86,0.64,1.12,3383.00,3358.00,3383.00,10.87,1.28,124.05,56.70,67.35,88.00,40.00,48.00,1.00,1.00,0,38.00,15.00,23.00,50.00,25.00,25.00,43.18,37.50,47.92,-1.73,-0.15,-5.22,-0.53,1.18,0.16,23.73,2.59,24.96,2.72,22.93,2.51,21.08,2.24,23.33,2.48,18.84,1.99,1.13,1.07,1.22,80.97,9.10,80.97,9.10,41.56,4.70,59.48,6.26,59.48,6.26,35.12,3.84,29.00,33.00,26.00,26.00,29.00,24.00,32.00,36.00,28.00,0,0,0,180.00,85.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-229.81,-22.98,-254.71,-25.47,24.90,2.49,817.31,81.73,333.40,33.34,483.91,48.39,1047.12,104.71,588.11,58.81,459.01,45.90,137.34,13.49,258.55,25.38,155.19,15.52,-0.13,-0.16,0.78,0.57,1.05,3383.00,3358.00,3383.00,10.32,1.34,119.56,54.83,64.73,87.00,40.00,47.00,1.00,1.00,0,36.00,14.00,22.00,51.00,26.00,25.00,41.38,35.00,46.81,-2.64,-0.26,-6.37,-0.69,0.53,0.10,22.70,2.54,23.81,2.66,22.00,2.46,20.53,2.24,22.62,2.49,18.36,1.99,1.11,1.05,1.20,80.91,9.10,80.91,9.10,39.02,4.70,59.45,6.26,59.45,6.26,35.10,3.84,30.00,34.00,26.00,26.00,28.00,25.00,32.00,37.00,28.00,0,0,0,170.00,85.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-123.70,-12.37,-146.59,-14.66,22.89,2.29,277.10,27.71,105.70,10.57,171.40,17.14,400.80,40.08,252.30,25.23,148.50,14.85,138.22,15.19,237.43,23.74,145.89,14.59,-0.10,-0.13,0.69,0.42,1.15,3294.00,3196.00,3294.00,0,0,43.05,23.49,19.56,33.00,18.00,15.00,0,0,0,11.00,5.00,6.00,22.00,13.00,9.00,33.33,27.78,40.00,-3.75,-0.37,-8.14,-0.87,1.53,0.24,25.19,3.03,21.14,2.54,28.57,3.44,18.22,2.06,19.41,2.18,16.50,1.89,1.38,1.09,1.73,42.31,5.26,25.80,3.16,42.31,5.26,45.85,4.77,45.85,4.77,27.29,3.24,23.00,27.00,17.00,17.00,23.00,13.00,25.00,29.00,20.00,0,0,0,150.00,80.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-38.13,-3.81,-56.12,-5.61,17.99,1.80,367.65,36.76,141.38,14.14,226.27,22.63,405.78,40.58,197.50,19.75,208.27,20.83,152.15,15.23,179.06,17.58,156.17,15.62,-0.03,-0.04,0.91,0.72,1.09,3315.00,3255.00,3315.00,0,0,50.12,22.31,27.81,36.00,16.00,20.00,0,0,0,15.00,7.00,8.00,21.00,9.00,12.00,41.67,43.75,40.00,-1.06,-0.08,-3.51,-0.32,0.90,0.12,24.51,2.71,20.20,2.23,28.28,3.12,19.32,2.06,21.94,2.31,17.36,1.87,1.27,0.92,1.63,44.08,4.97,28.34,3.16,44.08,4.97,43.91,4.53,43.91,4.53,29.97,3.24,24.00,30.00,19.00,20.00,21.00,19.00,27.00,37.00,20.00,0,0,0,170.00,90.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-367.51,-36.75,-315.03,-31.50,-52.48,-5.25,587.31,58.73,201.58,20.16,385.73,38.57,954.82,95.48,516.61,51.66,438.20,43.82,92.37,13.38,448.88,43.12,155.84,15.58,-0.24,-0.28,0.62,0.39,0.88,3425.00,3269.00,3425.00,0,0,95.62,41.22,54.40,82.00,36.00,46.00,0,0,0,31.00,10.00,21.00,51.00,26.00,25.00,37.80,27.78,45.65,-4.48,-0.52,-8.75,-1.06,-1.14,-0.10,18.95,2.62,20.16,2.79,18.37,2.54,18.72,2.43,19.87,2.54,17.53,2.31,1.01,1.01,1.05,33.06,4.90,33.06,4.41,31.13,4.90,49.56,6.26,49.56,6.26,34.19,4.43,26.00,35.00,20.00,28.00,44.00,20.00,26.00,32.00,19.00,0,0,0,250.00,30.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-517.11,-51.71,-462.54,-46.25,-54.56,-5.46,625.48,62.55,201.96,20.20,423.52,42.35,1142.59,114.26,664.51,66.45,478.08,47.81,126.55,12.26,545.00,53.15,155.52,15.55,-0.32,-0.33,0.55,0.30,0.89,3333.00,3203.00,3333.00,0,0,109.05,49.69,59.37,91.00,43.00,48.00,0,0,0,32.00,11.00,21.00,59.00,32.00,27.00,35.16,25.58,43.75,-5.68,-0.76,-10.76,-1.37,-1.14,-0.21,19.55,2.47,18.36,2.48,20.17,2.46,19.37,2.51,20.77,2.70,17.71,2.29,1.01,0.88,1.14,37.02,5.01,36.86,5.01,37.02,4.92,53.96,6.26,53.96,6.26,37.28,4.82,25.00,24.00,27.00,28.00,30.00,27.00,24.00,22.00,26.00,0,0,0,50.00,55.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-345.18,-34.52,-288.21,-28.82,-56.97,-5.70,502.54,50.25,144.99,14.50,357.54,35.75,847.72,84.77,433.20,43.32,414.51,41.45,103.77,10.96,435.31,41.82,155.52,15.55,-0.26,-0.30,0.59,0.34,0.86,3467.00,3416.00,3467.00,0,0,89.15,37.38,51.77,72.00,30.00,42.00,0,0,0,27.00,8.00,19.00,45.00,22.00,23.00,37.50,26.67,45.24,-4.79,-0.56,-9.61,-1.17,-1.36,-0.12,18.61,2.37,18.12,2.19,18.82,2.45,18.84,2.31,19.69,2.39,18.02,2.23,0.99,0.92,1.04,35.04,4.90,32.80,4.38,35.04,4.90,49.20,4.93,49.20,4.93,36.24,4.43,26.00,33.00,21.00,21.00,22.00,20.00,29.00,37.00,22.00,0,0,0,220.00,25.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-310.39,-31.04,-271.90,-27.19,-38.49,-3.85,836.79,83.68,389.50,38.95,447.29,44.73,1147.18,114.72,661.40,66.14,485.78,48.58,185.44,17.87,329.04,32.30,155.52,15.55,-0.20,-0.23,0.73,0.59,0.92,3333.00,3165.00,3333.00,0,0,119.63,58.09,61.53,91.00,45.00,46.00,0,0,0,34.00,15.00,19.00,57.00,30.00,27.00,37.36,33.33,41.30,-3.41,-0.37,-6.04,-0.67,-0.84,-0.08,24.61,2.84,25.97,3.06,23.54,2.67,20.13,2.28,22.05,2.53,17.99,2.01,1.22,1.18,1.31,76.55,9.10,76.55,9.10,37.18,4.14,58.73,6.26,58.73,6.26,44.43,4.43,27.00,27.00,27.00,27.00,27.00,26.00,27.00,27.00,28.00,0,0,0,120.00,60.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
6.83,0.68,-17.97,-1.80,24.80,2.48,347.67,34.77,179.43,17.94,168.24,16.82,340.84,34.08,197.40,19.74,143.44,14.34,270.34,24.54,187.95,18.45,156.17,15.62,0.01,0.02,1.02,0.91,1.17,3294.00,3294.00,3281.00,0,0,41.25,19.77,21.48,29.00,14.00,15.00,0,0,0,10.00,4.00,6.00,19.00,10.00,9.00,34.48,28.57,40.00,0.24,0.07,-1.28,-0.06,1.65,0.18,34.77,3.75,44.86,4.96,28.04,2.94,17.94,1.87,19.74,2.06,15.94,1.66,1.94,2.27,1.76,80.61,9.10,80.61,9.10,48.73,4.97,31.68,3.38,31.68,3.38,25.87,2.68,23.00,27.00,20.00,21.00,31.00,15.00,24.00,25.00,23.00,0,0,0,70.00,95.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-252.02,-25.20,-324.20,-32.42,72.18,7.22,234.52,23.45,95.00,9.50,139.51,13.95,486.54,48.65,419.20,41.92,67.33,6.73,129.41,12.29,295.91,28.35,147.18,14.72,-0.23,-0.29,0.48,0.23,2.07,3273.00,3273.00,3221.00,0,0,43.05,31.62,11.43,31.00,23.00,8.00,0,0,0,10.00,5.00,5.00,21.00,18.00,3.00,32.26,21.74,62.50,-8.13,-0.90,-14.10,-1.53,9.02,0.92,23.45,2.44,19.00,1.98,27.90,2.90,23.17,2.49,23.29,2.51,22.44,2.38,1.01,0.82,1.24,41.56,4.14,30.72,3.16,41.56,4.14,48.33,4.93,48.33,4.93,34.91,3.84,29.00,29.00,27.00,28.00,34.00,23.00,29.00,28.00,32.00,0,0,0,70.00,40.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-160.49,-16.05,-191.30,-19.13,30.81,3.08,253.42,25.34,84.47,8.45,168.95,16.89,413.91,41.39,275.77,27.58,138.13,13.81,147.74,15.59,200.51,20.05,147.18,14.72,-0.13,-0.17,0.61,0.31,1.22,3259.00,3259.00,3247.00,0,0,41.15,22.39,18.77,31.00,17.00,14.00,0,0,0,10.00,4.00,6.00,21.00,13.00,8.00,32.26,23.53,42.86,-5.18,-0.53,-11.25,-1.22,2.20,0.32,25.34,2.95,21.12,2.52,28.16,3.24,19.71,2.18,21.21,2.37,17.27,1.88,1.29,1.00,1.63,57.23,6.54,26.80,3.16,57.23,6.54,45.20,4.77,45.20,4.77,34.49,3.84,21.00,26.00,15.00,17.00,25.00,12.00,23.00,27.00,18.00,0,0,0,70.00,75.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-60.57,-6.06,-112.13,-11.21,51.56,5.16,237.41,23.74,69.35,6.94,168.06,16.81,297.99,29.80,181.49,18.15,116.50,11.65,133.10,12.26,126.53,11.87,147.18,14.72,-0.06,-0.09,0.80,0.38,1.44,3266.00,3266.00,3221.00,0,0,32.54,16.22,16.32,22.00,11.00,11.00,0,0,0,10.00,4.00,6.00,12.00,7.00,5.00,45.45,36.36,54.55,-2.75,-0.25,-10.19,-1.02,4.69,0.52,23.74,2.42,17.34,1.76,28.01,2.85,24.83,2.47,25.93,2.61,23.30,2.28,0.96,0.67,1.20,42.44,4.14,30.54,3.07,42.44,4.14,49.52,4.93,49.52,4.93,40.96,3.84,31.00,35.00,27.00,28.00,29.00,28.00,34.00,39.00,27.00,0,0,0,170.00,40.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-457.31,-45.73,-383.70,-38.37,-73.61,-7.36,605.05,60.50,187.68,18.77,417.36,41.74,1062.36,106.24,571.39,57.14,490.97,49.10,152.41,13.99,546.43,50.29,154.87,15.49,-0.29,-0.32,0.57,0.33,0.85,3421.00,3379.00,3421.00,0,0,107.42,48.54,58.88,84.00,39.00,45.00,0,0,0,28.00,9.00,19.00,56.00,30.00,26.00,33.33,23.08,42.22,-5.44,-0.69,-9.84,-1.25,-1.64,-0.21,21.61,2.54,20.85,2.44,21.97,2.59,18.97,2.31,19.05,2.36,18.88,2.25,1.14,1.10,1.16,39.85,5.01,35.96,5.01,39.85,4.92,48.67,5.46,48.67,4.93,46.85,5.46,24.00,23.00,24.00,25.00,25.00,25.00,23.00,23.00,23.00,0,0,0,50.00,25.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-137.50,-13.75,-269.69,-26.97,132.19,13.22,435.40,43.54,196.55,19.65,238.85,23.89,572.90,57.29,466.24,46.62,106.66,10.67,206.42,19.06,224.10,20.87,155.52,15.55,-0.08,-0.12,0.76,0.42,2.24,3333.00,3271.00,3333.00,0,0,56.39,37.93,18.45,40.00,27.00,13.00,0,0,0,15.00,7.00,8.00,25.00,20.00,5.00,37.50,25.93,61.54,-3.44,-0.33,-9.99,-1.00,10.17,1.08,29.03,3.11,28.08,3.08,29.86,3.14,22.92,2.39,23.31,2.43,21.33,2.21,1.27,1.20,1.40,63.33,6.54,45.69,5.01,63.33,6.54,47.88,4.93,47.88,4.93,35.92,3.84,29.00,30.00,26.00,24.00,30.00,20.00,31.00,30.00,36.00,0,0,0,70.00,50.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
