"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌","comment"
-164.27,-16.43,-156.72,-15.67,-7.55,-0.75,285.35,28.54,136.27,13.63,149.08,14.91,449.62,44.96,292.99,29.30,156.63,15.66,69.98,7.11,187.36,18.74,152.33,15.23,-0.17,-0.21,0.64,0.47,0.95,3311.00,3273.00,3311.00,-2.58,-0.31,46.32,26.51,19.81,34.00,20.00,14.00,1.00,0,1.00,12.00,6.00,6.00,22.00,14.00,8.00,35.29,30.00,42.86,-4.83,-0.49,-7.84,-0.82,-0.54,-0.01,23.78,2.74,22.71,2.67,24.85,2.81,20.44,2.25,20.93,2.32,19.58,2.13,1.16,1.09,1.27,36.40,4.41,36.40,4.41,35.93,4.14,47.51,4.93,47.51,4.93,34.12,3.84,25.00,32.00,15.00,20.00,26.00,14.00,28.00,34.00,16.00,0,0,0,110.00,65.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-92.34,-9.23,-76.39,-7.64,-15.95,-1.60,286.99,28.70,125.49,12.55,161.50,16.15,379.33,37.93,201.89,20.19,177.45,17.74,149.13,15.45,191.41,19.14,152.33,15.23,-0.08,-0.11,0.76,0.62,0.91,3294.00,3196.00,3294.00,-2.80,-0.31,42.17,21.52,20.65,31.00,16.00,15.00,1.00,0,1.00,11.00,6.00,5.00,20.00,10.00,10.00,35.48,37.50,33.33,-2.98,-0.27,-4.77,-0.45,-1.06,-0.08,26.09,3.02,20.92,2.43,32.30,3.73,18.97,2.09,20.19,2.19,17.74,1.99,1.38,1.04,1.82,44.86,5.26,26.60,3.16,44.86,5.26,45.85,4.77,45.85,4.77,28.86,3.24,27.00,29.00,24.00,18.00,20.00,15.00,32.00,34.00,29.00,0,0,0,210.00,80.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-240.62,-24.06,-211.16,-21.12,-29.46,-2.95,784.69,78.47,330.53,33.05,454.16,45.42,1025.31,102.53,541.68,54.17,483.62,48.36,135.12,12.85,302.14,28.96,161.69,16.17,-0.14,-0.16,0.77,0.61,0.94,3457.00,3311.00,3457.00,-2.34,-0.31,108.55,45.88,62.67,80.00,34.00,46.00,1.00,0,1.00,35.00,13.00,22.00,45.00,21.00,24.00,43.75,38.24,47.83,-3.01,-0.30,-6.21,-0.66,-0.64,-0.03,22.42,2.60,25.43,2.93,20.64,2.41,22.78,2.56,25.79,2.88,20.15,2.27,0.98,0.99,1.02,70.99,9.10,70.99,9.10,36.99,4.80,54.46,6.26,54.46,6.26,42.41,4.43,30.00,36.00,25.00,25.00,27.00,23.00,34.00,42.00,27.00,0,0,0,230.00,45.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-173.57,-17.36,-246.41,-24.64,72.85,7.28,805.10,80.51,309.27,30.93,495.83,49.58,978.67,97.87,555.69,55.57,422.99,42.30,209.82,21.21,250.22,24.56,160.71,16.07,-0.07,-0.11,0.82,0.56,1.17,3333.00,3195.00,3333.00,-1.85,-0.22,112.13,51.93,60.20,85.00,40.00,45.00,1.00,0,1.00,33.00,13.00,20.00,52.00,27.00,25.00,38.82,32.50,44.44,-2.04,-0.18,-6.16,-0.66,1.62,0.24,24.40,2.88,23.79,2.85,24.79,2.89,18.82,2.13,20.58,2.35,16.92,1.89,1.30,1.16,1.47,73.80,9.10,73.80,9.10,57.87,6.54,54.22,6.26,54.22,6.26,34.11,3.84,29.00,32.00,27.00,25.00,28.00,23.00,32.00,34.00,30.00,0,0,0,90.00,85.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-507.41,-50.74,-379.46,-37.95,-127.95,-12.79,599.75,59.98,178.84,17.88,420.92,42.09,1107.16,110.72,558.30,55.83,548.86,54.89,91.83,8.99,550.24,52.86,161.04,16.10,-0.33,-0.35,0.54,0.32,0.77,3406.00,3380.00,3406.00,-1.24,-0.25,109.11,45.41,63.70,90.00,39.00,51.00,1.00,0,1.00,30.00,10.00,20.00,60.00,29.00,31.00,33.33,25.64,39.22,-5.64,-0.75,-9.73,-1.30,-2.51,-0.33,19.99,2.53,17.88,2.29,21.05,2.64,18.45,2.39,19.25,2.54,17.71,2.24,1.08,0.93,1.19,38.00,5.01,34.22,5.01,38.00,4.92,51.11,6.26,51.11,6.26,41.79,5.46,24.00,26.00,23.00,28.00,31.00,26.00,22.00,24.00,21.00,0,0,0,50.00,30.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-337.73,-33.77,-350.12,-35.01,12.39,1.24,802.49,80.25,370.94,37.09,431.54,43.15,1140.22,114.02,721.06,72.11,419.15,41.92,167.71,18.10,394.63,38.74,161.69,16.17,-0.20,-0.25,0.70,0.51,1.03,3333.00,3198.00,3333.00,-2.04,-0.31,114.07,58.11,55.96,90.00,47.00,43.00,1.00,0,1.00,34.00,15.00,19.00,56.00,32.00,24.00,37.78,31.91,44.19,-3.75,-0.41,-7.45,-0.84,0.29,0.05,23.60,2.93,24.73,3.18,22.71,2.73,20.36,2.44,22.53,2.72,17.46,2.06,1.16,1.10,1.30,69.13,9.10,69.13,9.10,54.21,6.54,53.03,6.26,53.03,6.26,37.74,4.43,28.00,31.00,25.00,27.00,32.00,23.00,29.00,31.00,27.00,0,0,0,70.00,40.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-84.81,-8.48,-187.98,-18.80,103.17,10.32,950.23,95.02,380.62,38.06,569.61,56.96,1035.04,103.50,568.60,56.86,466.44,46.64,236.60,22.89,223.39,21.93,161.69,16.17,-0.03,-0.04,0.92,0.67,1.22,3451.00,3272.00,3451.00,0,0,122.45,52.08,70.36,90.00,39.00,51.00,0,0,0,40.00,14.00,26.00,50.00,25.00,25.00,44.44,35.90,50.98,-0.94,-0.06,-4.82,-0.47,2.02,0.25,23.76,2.72,27.19,3.20,21.91,2.46,20.70,2.28,22.74,2.52,18.66,2.05,1.15,1.20,1.17,73.23,9.10,73.23,9.10,38.58,4.70,53.80,6.26,53.80,6.26,32.52,3.84,29.00,35.00,24.00,27.00,32.00,25.00,30.00,37.00,23.00,0,0,0,250.00,80.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-167.13,-16.71,-227.75,-22.78,60.63,6.06,353.26,35.33,134.81,13.48,218.45,21.85,520.39,52.04,362.56,36.26,157.82,15.78,99.31,10.62,190.14,19.01,152.01,15.20,-0.14,-0.17,0.68,0.37,1.38,3311.00,3311.00,3274.00,-2.34,-0.28,54.46,31.89,22.57,40.00,24.00,16.00,1.00,0,1.00,14.00,6.00,8.00,26.00,18.00,8.00,35.00,25.00,50.00,-4.18,-0.42,-9.49,-1.01,3.79,0.47,25.23,2.90,22.47,2.67,27.31,3.07,20.01,2.20,20.14,2.24,19.73,2.13,1.26,1.12,1.38,56.43,6.54,36.28,4.41,56.43,6.54,46.97,4.93,46.97,4.93,35.21,3.84,23.00,28.00,15.00,19.00,26.00,14.00,25.00,29.00,16.00,0,0,0,80.00,65.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-265.64,-26.56,-181.41,-18.14,-84.23,-8.42,833.14,83.31,382.66,38.27,450.47,45.05,1098.78,109.88,564.07,56.41,534.70,53.47,171.08,16.18,304.99,29.86,160.06,16.01,-0.15,-0.18,0.76,0.68,0.84,3348.00,3324.00,3348.00,0,0,118.85,55.86,62.98,88.00,42.00,46.00,0,0,0,37.00,18.00,19.00,51.00,24.00,27.00,42.05,42.86,41.30,-3.02,-0.31,-4.32,-0.46,-1.83,-0.18,22.52,2.56,21.26,2.46,23.71,2.66,21.54,2.40,23.50,2.64,19.80,2.17,1.05,0.91,1.20,74.48,9.10,74.48,9.10,41.70,4.92,57.14,6.26,57.14,6.26,45.27,4.43,27.00,29.00,26.00,28.00,27.00,29.00,27.00,30.00,24.00,0,0,0,170.00,55.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-150.53,-15.05,-209.71,-20.97,59.18,5.92,905.56,90.56,386.79,38.68,518.77,51.88,1056.09,105.61,596.50,59.65,459.59,45.96,134.09,13.49,198.18,19.46,160.06,16.01,-0.07,-0.09,0.86,0.65,1.13,3369.00,3356.00,3369.00,15.01,1.77,123.40,58.76,64.64,89.00,42.00,47.00,1.00,1.00,0,39.00,16.00,23.00,50.00,26.00,24.00,43.82,38.10,48.94,-1.69,-0.15,-4.99,-0.51,1.26,0.18,23.22,2.59,24.17,2.68,22.56,2.52,21.12,2.28,22.94,2.47,19.15,2.07,1.10,1.05,1.18,79.00,9.10,79.00,9.10,40.68,4.70,58.04,6.26,58.04,6.26,34.23,3.84,28.00,34.00,24.00,25.00,32.00,21.00,31.00,35.00,26.00,0,0,0,180.00,95.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-84.81,-8.48,-187.98,-18.80,103.17,10.32,950.23,95.02,380.62,38.06,569.61,56.96,1035.04,103.50,568.60,56.86,466.44,46.64,236.60,22.89,223.39,21.93,160.71,16.07,-0.03,-0.04,0.92,0.67,1.22,3451.00,3272.00,3451.00,0,0,122.45,52.08,70.36,90.00,39.00,51.00,0,0,0,40.00,14.00,26.00,50.00,25.00,25.00,44.44,35.90,50.98,-0.94,-0.06,-4.82,-0.47,2.02,0.25,23.76,2.72,27.19,3.20,21.91,2.46,20.70,2.28,22.74,2.52,18.66,2.05,1.15,1.20,1.17,73.23,9.10,73.23,9.10,38.58,4.70,53.80,6.26,53.80,6.26,32.52,3.84,29.00,35.00,24.00,27.00,32.00,25.00,30.00,37.00,23.00,0,0,0,250.00,80.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-92.31,-9.23,-105.54,-10.55,13.23,1.32,33.54,3.35,0,0,33.54,3.35,125.84,12.58,105.54,10.55,20.30,2.03,36.07,3.55,105.54,10.42,-11.61,-1.16,-0.24,-0.26,0.27,0,1.65,2912.00,2912.00,2848.00,0,0,11.66,7.21,4.45,8.00,5.00,3.00,0,0,0,2.00,0,2.00,6.00,5.00,1.00,25.00,0,66.67,-11.54,-1.19,-21.11,-2.17,4.41,0.45,16.77,1.70,"N/A",,16.77,1.70,20.97,2.15,21.11,2.17,20.30,2.03,0.80,0,0.83,18.17,1.82,"N/A",,18.17,1.82,28.56,2.85,28.56,2.85,20.30,2.03,24.00,10.00,47.00,31.00,0,31.00,21.00,10.00,79.00,0,0,0,90.00,25.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-142.38,-14.24,-133.45,-13.35,-8.93,-0.89,272.82,27.28,138.91,13.89,133.92,13.39,415.21,41.52,272.36,27.24,142.85,14.29,95.28,10.69,204.00,20.40,153.95,15.39,-0.13,-0.16,0.66,0.51,0.94,3294.00,3196.00,3294.00,-3.85,-0.45,45.02,25.87,19.14,34.00,20.00,14.00,1.00,0,1.00,11.00,6.00,5.00,23.00,14.00,9.00,32.35,30.00,35.71,-4.19,-0.42,-6.67,-0.71,-0.64,0,24.80,2.98,23.15,2.81,26.78,3.19,18.05,2.04,19.45,2.21,15.87,1.78,1.37,1.19,1.69,43.39,5.26,32.84,4.12,43.39,5.26,45.85,4.77,45.85,4.77,27.97,3.24,27.00,29.00,24.00,20.00,26.00,13.00,30.00,30.00,29.00,0,0,0,120.00,80.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
168.65,16.87,108.96,10.90,59.70,5.97,548.06,54.81,314.46,31.45,233.61,23.36,379.41,37.94,205.50,20.55,173.91,17.39,299.10,24.75,119.69,11.75,163.31,16.33,0.13,0.25,1.45,1.53,1.34,3343.00,3343.00,3330.00,0,0,53.52,27.99,25.53,35.00,18.00,17.00,0,0,0,16.00,9.00,7.00,19.00,9.00,10.00,45.71,50.00,41.18,4.82,0.49,6.05,0.64,3.51,0.33,34.25,3.38,34.94,3.45,33.37,3.28,19.97,1.95,22.83,2.17,17.39,1.74,1.72,1.53,1.92,86.27,9.10,86.27,9.10,50.73,4.97,32.48,3.38,32.48,3.38,27.69,2.72,26.00,29.00,22.00,25.00,29.00,21.00,26.00,29.00,23.00,0,0,0,170.00,100.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
