"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","comment"
-151.91,-1.52,-92.33,-0.92,-59.59,-0.60,684.12,6.84,402.20,4.02,281.92,2.82,836.03,8.36,494.52,4.95,341.51,3.42,81.49,0.82,212.06,2.11,5884.00,58.84,-1.15,-0.76,0.82,0.81,0.83,0,0,0,-3.86,-0.04,319.92,187.20,132.71,214.00,125.00,89.00,1.00,1.00,0,111.00,64.00,47.00,103.00,61.00,42.00,51.87,51.20,52.81,-0.71,-0.07,-0.74,-0.07,-0.67,-0.07,6.16,0.62,6.28,0.63,6.00,0.60,8.12,0.82,8.11,0.81,8.13,0.82,0.76,0.78,0.74,19.04,1.92,19.04,1.92,16.63,1.67,18.52,1.87,14.61,1.46,18.52,1.87,9.00,9.00,8.00,9.00,9.00,9.00,9.00,10.00,8.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-177.05,-1.77,-142.35,-1.42,-34.70,-0.35,767.51,7.68,439.65,4.40,327.86,3.28,944.56,9.45,582.00,5.82,362.55,3.63,95.12,0.96,240.80,2.40,5882.48,58.82,-0.82,-0.65,0.81,0.76,0.90,0,0,0,-3.94,-0.04,299.74,177.75,121.99,201.00,119.00,82.00,1.00,1.00,0,84.00,47.00,37.00,117.00,72.00,45.00,41.79,39.50,45.12,-0.88,-0.09,-1.20,-0.12,-0.42,-0.04,9.14,0.92,9.35,0.94,8.86,0.89,8.07,0.81,8.08,0.81,8.06,0.81,1.13,1.16,1.10,27.51,2.79,27.51,2.79,22.96,2.33,18.47,1.87,16.85,1.70,18.47,1.87,12.00,13.00,12.00,13.00,11.00,15.00,12.00,13.00,10.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-281.19,-2.81,-90.71,-0.91,-190.49,-1.90,590.42,5.90,343.22,3.43,247.20,2.47,871.61,8.72,433.92,4.34,437.69,4.38,52.97,0.54,300.56,3.00,5931.70,59.32,-1.81,-0.88,0.68,0.79,0.56,0,0,0,0,0,299.93,164.01,135.92,203.00,111.00,92.00,0,0,0,94.00,54.00,40.00,109.00,57.00,52.00,46.31,48.65,43.48,-1.39,-0.14,-0.82,-0.08,-2.07,-0.21,6.28,0.64,6.36,0.65,6.18,0.63,8.00,0.81,7.61,0.77,8.42,0.86,0.79,0.84,0.73,18.53,1.90,18.53,1.90,15.55,1.60,16.36,1.67,14.30,1.46,16.36,1.67,9.00,10.00,8.00,8.00,8.00,8.00,9.00,11.00,7.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-263.19,-2.63,-56.57,-0.57,-206.62,-2.07,547.08,5.47,338.06,3.38,209.02,2.09,810.27,8.10,394.63,3.95,415.64,4.16,46.68,0.48,296.74,2.97,5933.41,59.33,-1.41,-0.82,0.68,0.86,0.50,0,0,0,0,0,346.42,191.02,155.40,234.00,129.00,105.00,0,0,0,97.00,59.00,38.00,137.00,70.00,67.00,41.45,45.74,36.19,-1.12,-0.11,-0.44,-0.04,-1.97,-0.20,5.64,0.57,5.73,0.58,5.50,0.56,5.91,0.60,5.64,0.57,6.20,0.63,0.95,1.02,0.89,17.62,1.81,17.62,1.81,16.31,1.67,14.77,1.49,10.03,1.03,14.77,1.49,6.00,6.00,5.00,6.00,6.00,5.00,6.00,7.00,5.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-8.26,-0.08,-22.98,-0.23,14.71,0.15,1002.24,10.02,541.60,5.42,460.64,4.61,1010.51,10.11,564.58,5.65,445.93,4.46,113.09,1.12,117.78,1.17,5932.39,59.32,-0.68,-0.57,0.99,0.96,1.03,0,0,0,0,0,214.84,123.23,91.61,143.00,82.00,61.00,0,0,0,65.00,36.00,29.00,78.00,46.00,32.00,45.45,43.90,47.54,-0.06,0,-0.28,-0.03,0.24,0.03,15.42,1.54,15.04,1.50,15.88,1.59,12.96,1.29,12.27,1.22,13.94,1.39,1.19,1.23,1.14,41.14,4.12,41.14,4.12,34.83,3.50,26.90,2.69,25.29,2.53,26.90,2.69,27.00,24.00,30.00,24.00,18.00,31.00,29.00,29.00,29.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
9.26,0.09,17.35,0.17,-8.09,-0.08,1034.59,10.35,601.98,6.02,432.61,4.33,1025.33,10.25,584.64,5.85,440.70,4.41,186.05,1.83,202.32,1.99,5933.92,59.34,-0.20,-0.29,1.01,1.03,0.98,0,0,0,0,0,211.43,129.98,81.45,140.00,86.00,54.00,0,0,0,62.00,38.00,24.00,78.00,48.00,30.00,44.29,44.19,44.44,0.07,0.01,0.20,0.02,-0.15,-0.01,16.69,1.66,15.84,1.58,18.03,1.79,13.15,1.30,12.18,1.21,14.69,1.46,1.27,1.30,1.23,43.97,4.39,43.97,4.39,37.28,3.74,30.28,3.02,23.55,2.34,30.28,3.02,29.00,28.00,31.00,26.00,21.00,34.00,32.00,34.00,29.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
214.48,2.14,138.91,1.39,75.56,0.76,1126.77,11.27,641.83,6.42,484.94,4.85,912.29,9.12,502.92,5.03,409.38,4.09,293.29,2.87,134.52,1.32,5935.91,59.36,0.48,1.62,1.24,1.28,1.19,0,0,0,0,0,150.88,87.63,63.25,100.00,58.00,42.00,0,0,0,42.00,25.00,17.00,58.00,33.00,25.00,42.00,43.10,40.48,2.14,0.21,2.40,0.24,1.80,0.18,26.83,2.67,25.67,2.55,28.53,2.83,15.73,1.56,15.24,1.51,16.38,1.62,1.71,1.69,1.74,64.12,6.34,64.12,6.34,54.37,5.39,32.22,3.20,30.46,3.01,32.22,3.20,55.00,49.00,63.00,71.00,54.00,94.00,43.00,44.00,42.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-205.69,-2.06,-105.79,-1.06,-99.90,-1.00,794.46,7.94,448.90,4.49,345.56,3.46,1000.15,10.00,554.69,5.55,445.46,4.45,104.24,1.06,322.38,3.21,5935.86,59.36,-0.64,-0.55,0.79,0.81,0.78,0,0,0,0,0,274.85,158.07,116.79,186.00,107.00,79.00,0,0,0,89.00,50.00,39.00,97.00,57.00,40.00,47.85,46.73,49.37,-1.11,-0.11,-0.99,-0.10,-1.26,-0.13,8.93,0.91,8.98,0.91,8.86,0.90,10.31,1.05,9.73,0.99,11.14,1.13,0.87,0.92,0.80,25.63,2.62,25.63,2.62,21.35,2.18,23.99,2.44,18.71,1.90,23.99,2.44,15.00,16.00,13.00,12.00,13.00,12.00,17.00,19.00,14.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-379.15,-3.79,-146.33,-1.46,-232.82,-2.33,238.18,2.38,154.85,1.55,83.33,0.83,617.34,6.17,301.18,3.01,316.15,3.16,24.17,0.25,384.47,3.84,5935.91,59.36,-3.51,-0.96,0.39,0.51,0.26,0,0,0,0,0,353.63,194.43,159.20,240.00,132.00,108.00,0,0,0,88.00,52.00,36.00,152.00,80.00,72.00,36.67,39.39,33.33,-1.58,-0.16,-1.11,-0.11,-2.16,-0.22,2.71,0.28,2.98,0.30,2.31,0.24,4.06,0.41,3.76,0.38,4.39,0.45,0.67,0.79,0.53,16.84,1.74,16.84,1.74,12.71,1.31,14.72,1.49,8.90,0.90,14.72,1.49,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-80.07,-0.80,-106.95,-1.07,26.87,0.27,987.73,9.88,514.83,5.15,472.90,4.73,1067.80,10.68,621.77,6.22,446.03,4.46,109.25,1.08,202.31,2.01,5935.86,59.36,-0.67,-0.56,0.93,0.83,1.06,0,0,0,0,0,195.16,114.13,81.03,130.00,76.00,54.00,0,0,0,62.00,34.00,28.00,68.00,42.00,26.00,47.69,44.74,51.85,-0.62,-0.06,-1.41,-0.14,0.50,0.05,15.93,1.59,15.14,1.51,16.89,1.69,15.70,1.57,14.80,1.48,17.15,1.71,1.01,1.02,0.99,42.85,4.27,42.85,4.27,36.16,3.64,35.66,3.59,29.95,3.01,35.66,3.59,33.00,32.00,33.00,27.00,21.00,34.00,38.00,42.00,31.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
24.01,0.24,6.48,0.06,17.52,0.18,980.90,9.81,594.49,5.94,386.41,3.86,956.90,9.57,588.01,5.88,368.89,3.69,193.10,1.92,231.35,2.29,5886.44,58.86,-0.13,-0.16,1.02,1.01,1.05,0,0,0,-3.77,-0.04,243.28,150.50,92.78,162.00,100.00,62.00,1.00,1.00,0,68.00,41.00,27.00,94.00,59.00,35.00,41.98,41.00,43.55,0.15,0.02,0.06,0.01,0.28,0.03,14.43,1.44,14.50,1.45,14.31,1.43,10.18,1.02,9.97,1.00,10.54,1.05,1.42,1.46,1.36,39.99,4.00,39.99,4.00,33.48,3.35,24.49,2.44,22.25,2.21,24.49,2.44,20.00,21.00,18.00,19.00,18.00,21.00,21.00,24.00,16.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-273.48,-2.73,-105.23,-1.05,-168.25,-1.68,592.30,5.92,367.58,3.68,224.72,2.25,865.77,8.66,472.81,4.73,392.96,3.93,47.86,0.49,294.39,2.94,5893.40,58.93,-1.41,-0.82,0.68,0.78,0.57,0,0,0,0,0,356.79,202.76,154.03,241.00,137.00,104.00,0,0,0,92.00,56.00,36.00,149.00,81.00,68.00,38.17,40.88,34.62,-1.13,-0.11,-0.77,-0.08,-1.62,-0.16,6.44,0.65,6.56,0.67,6.24,0.63,5.81,0.59,5.84,0.59,5.78,0.59,1.11,1.13,1.08,19.94,2.04,19.94,2.04,16.59,1.70,12.69,1.30,10.09,1.03,12.69,1.30,6.00,7.00,6.00,7.00,7.00,6.00,6.00,6.00,5.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-341.82,-3.42,-145.12,-1.45,-196.69,-1.97,472.51,4.73,294.87,2.95,177.65,1.78,814.33,8.14,439.99,4.40,374.34,3.74,46.76,0.48,349.47,3.49,5885.01,58.85,-1.91,-0.89,0.58,0.67,0.48,0,0,0,0,0,361.79,205.19,156.60,245.00,139.00,106.00,0,0,0,106.00,64.00,42.00,139.00,75.00,64.00,43.27,46.04,39.62,-1.40,-0.14,-1.04,-0.11,-1.86,-0.19,4.46,0.45,4.61,0.47,4.23,0.43,5.86,0.60,5.87,0.60,5.85,0.59,0.76,0.79,0.72,16.93,1.74,16.93,1.74,16.33,1.67,12.61,1.30,10.04,1.03,12.61,1.30,5.00,5.00,5.00,5.00,5.00,5.00,5.00,6.00,5.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-157.38,-1.57,-123.80,-1.24,-33.58,-0.34,977.11,9.77,519.19,5.19,457.93,4.58,1134.49,11.34,642.98,6.43,491.51,4.92,130.71,1.29,276.68,2.74,5934.66,59.35,-0.69,-0.58,0.86,0.81,0.93,0,0,0,0,0,260.93,147.60,113.33,175.00,99.00,76.00,0,0,0,64.00,34.00,30.00,111.00,65.00,46.00,36.57,34.34,39.47,-0.90,-0.09,-1.25,-0.12,-0.44,-0.04,15.27,1.54,15.27,1.54,15.26,1.54,10.22,1.03,9.89,0.99,10.68,1.07,1.49,1.54,1.43,41.25,4.18,41.25,4.18,34.93,3.54,21.60,2.18,20.31,2.05,21.60,2.18,19.00,19.00,20.00,18.00,16.00,21.00,20.00,20.00,19.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-363.23,-3.63,-205.47,-2.05,-157.76,-1.58,310.63,3.11,186.81,1.87,123.82,1.24,673.86,6.74,392.28,3.92,281.58,2.82,38.71,0.40,366.51,3.66,5886.44,58.86,-2.54,-0.93,0.46,0.48,0.44,0,0,0,0,0,400.48,233.95,166.53,272.00,159.00,113.00,0,0,0,104.00,61.00,43.00,168.00,98.00,70.00,38.24,38.36,38.05,-1.34,-0.14,-1.29,-0.13,-1.40,-0.14,2.99,0.31,3.06,0.31,2.88,0.29,4.01,0.41,4.00,0.41,4.02,0.41,0.75,0.77,0.72,16.81,1.74,16.81,1.74,16.19,1.67,10.41,1.07,9.43,0.97,10.41,1.07,3.00,3.00,2.00,3.00,3.00,2.00,3.00,3.00,3.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
