"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","comment"
-70.33,-0.70,-90.21,-0.90,19.89,0.20,867.42,8.67,507.65,5.08,359.77,3.60,937.75,9.38,597.86,5.98,339.88,3.40,180.77,1.81,238.67,2.37,5879.66,58.80,-0.42,-0.44,0.93,0.85,1.06,0,0,0,-4.16,-0.04,256.95,158.66,98.29,172.00,106.00,66.00,1.00,1.00,0,80.00,47.00,33.00,92.00,59.00,33.00,46.51,44.34,50.00,-0.41,-0.04,-0.85,-0.08,0.30,0.03,10.84,1.09,10.80,1.09,10.90,1.10,10.19,1.02,10.13,1.02,10.30,1.03,1.06,1.07,1.06,30.54,3.08,30.54,3.08,25.52,2.57,24.29,2.44,22.08,2.21,24.29,2.44,17.00,18.00,14.00,14.00,14.00,14.00,19.00,22.00,15.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-50.76,-0.51,-21.92,-0.22,-28.84,-0.29,1048.25,10.48,590.75,5.91,457.49,4.57,1099.01,10.99,612.67,6.13,486.33,4.86,176.25,1.74,278.52,2.74,5927.91,59.28,-0.33,-0.35,0.95,0.96,0.94,0,0,0,0,0,260.92,150.02,110.90,174.00,100.00,74.00,0,0,0,68.00,38.00,30.00,106.00,62.00,44.00,39.08,38.00,40.54,-0.29,-0.03,-0.22,-0.02,-0.39,-0.04,15.42,1.54,15.55,1.56,15.25,1.53,10.37,1.04,9.88,0.99,11.05,1.11,1.49,1.57,1.38,42.06,4.23,42.06,4.23,35.08,3.54,24.35,2.44,18.97,1.90,24.35,2.44,20.00,21.00,18.00,18.00,17.00,18.00,21.00,23.00,19.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-391.69,-3.92,-125.72,-1.26,-265.97,-2.66,512.06,5.12,322.68,3.23,189.37,1.89,903.75,9.04,448.41,4.48,455.34,4.55,51.33,0.53,415.11,4.15,5927.91,59.28,-1.51,-0.83,0.57,0.72,0.42,0,0,0,0,0,337.95,185.05,152.90,230.00,126.00,104.00,0,0,0,76.00,46.00,30.00,154.00,80.00,74.00,33.04,36.51,28.85,-1.70,-0.17,-1.00,-0.10,-2.56,-0.26,6.74,0.69,7.01,0.72,6.31,0.64,5.87,0.60,5.61,0.57,6.15,0.63,1.15,1.25,1.03,20.74,2.16,20.74,2.16,17.23,1.79,14.71,1.49,9.92,1.03,14.71,1.49,6.00,7.00,6.00,7.00,8.00,6.00,6.00,6.00,5.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-131.71,-1.32,-144.20,-1.44,12.50,0.12,1008.85,10.09,513.30,5.13,495.55,4.96,1140.56,11.41,657.50,6.58,483.06,4.83,140.36,1.41,237.67,2.36,5926.80,59.27,-2.64,-0.93,0.89,0.78,1.03,0,0,0,0,0,182.03,105.98,76.05,122.00,71.00,51.00,0,0,0,49.00,27.00,22.00,73.00,44.00,29.00,40.16,38.03,43.14,-1.08,-0.11,-2.03,-0.20,0.25,0.03,20.59,2.07,19.01,1.91,22.53,2.27,15.62,1.57,14.94,1.50,16.66,1.67,1.32,1.27,1.35,52.54,5.29,52.54,5.29,44.53,4.52,35.43,3.59,29.76,3.01,35.43,3.59,40.00,38.00,44.00,41.00,29.00,55.00,40.00,43.00,35.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-263.19,-2.63,-56.57,-0.57,-206.62,-2.07,547.08,5.47,338.06,3.38,209.02,2.09,810.27,8.10,394.63,3.95,415.64,4.16,46.68,0.48,296.74,2.97,5926.80,59.27,-1.41,-0.82,0.68,0.86,0.50,0,0,0,0,0,346.42,191.02,155.40,234.00,129.00,105.00,0,0,0,97.00,59.00,38.00,137.00,70.00,67.00,41.45,45.74,36.19,-1.12,-0.11,-0.44,-0.04,-1.97,-0.20,5.64,0.57,5.73,0.58,5.50,0.56,5.91,0.60,5.64,0.57,6.20,0.63,0.95,1.02,0.89,17.62,1.81,17.62,1.81,16.31,1.67,14.77,1.49,10.03,1.03,14.77,1.49,6.00,6.00,5.00,6.00,6.00,5.00,6.00,7.00,5.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
90.89,0.91,37.00,0.37,53.89,0.54,1084.97,10.85,575.73,5.76,509.24,5.09,994.08,9.94,538.73,5.39,455.35,4.55,260.65,2.56,139.00,1.37,5924.39,59.24,0.13,0.23,1.09,1.07,1.12,0,0,0,0,0,157.82,90.25,67.57,105.00,60.00,45.00,0,0,0,42.00,24.00,18.00,63.00,36.00,27.00,40.00,40.00,40.00,0.87,0.09,0.62,0.06,1.20,0.12,25.83,2.58,23.99,2.40,28.29,2.82,15.78,1.57,14.96,1.49,16.86,1.68,1.64,1.60,1.68,63.76,6.32,63.76,6.32,54.25,5.39,36.20,3.59,30.40,3.01,36.20,3.59,52.00,46.00,61.00,71.00,55.00,92.00,40.00,41.00,40.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-345.88,-3.46,-193.68,-1.94,-152.20,-1.52,335.70,3.36,202.62,2.03,133.08,1.33,681.57,6.82,396.29,3.96,285.28,2.85,42.89,0.44,350.45,3.50,5874.27,58.74,-2.40,-0.92,0.49,0.51,0.47,0,0,0,0,0,400.67,234.07,166.60,272.00,159.00,113.00,0,0,0,102.00,60.00,42.00,170.00,99.00,71.00,37.50,37.74,37.17,-1.27,-0.13,-1.22,-0.12,-1.35,-0.14,3.29,0.34,3.38,0.34,3.17,0.32,4.01,0.41,4.00,0.41,4.02,0.41,0.82,0.84,0.79,16.82,1.74,16.82,1.74,16.21,1.67,10.42,1.07,9.44,0.97,10.42,1.07,3.00,3.00,3.00,3.00,3.00,2.00,3.00,3.00,3.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-26.77,-0.27,-23.50,-0.23,-3.28,-0.03,1043.21,10.43,567.56,5.68,475.65,4.76,1069.98,10.70,591.06,5.91,478.92,4.79,134.49,1.33,218.19,2.16,5923.28,59.23,-3.49,-0.96,0.98,0.96,0.99,0,0,0,0,0,175.23,100.41,74.83,117.00,67.00,50.00,0,0,0,49.00,28.00,21.00,68.00,39.00,29.00,41.88,41.79,42.00,-0.23,-0.02,-0.35,-0.03,-0.07,0,21.29,2.13,20.27,2.03,22.65,2.27,15.74,1.57,15.16,1.52,16.51,1.65,1.35,1.34,1.37,52.73,5.32,52.73,5.32,44.60,4.52,31.78,3.20,29.81,3.01,31.78,3.20,41.00,38.00,46.00,41.00,30.00,55.00,42.00,44.00,39.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-78.57,-0.79,-58.21,-0.58,-20.36,-0.20,911.34,9.11,478.15,4.78,433.20,4.33,989.91,9.90,536.36,5.36,453.55,4.54,125.14,1.26,252.64,2.51,5921.61,59.22,-0.97,-0.69,0.92,0.89,0.96,0,0,0,0,0,230.17,128.59,101.58,154.00,86.00,68.00,0,0,0,76.00,41.00,35.00,78.00,45.00,33.00,49.35,47.67,51.47,-0.51,-0.05,-0.68,-0.07,-0.30,-0.03,11.99,1.20,11.66,1.17,12.38,1.24,12.69,1.27,11.92,1.20,13.74,1.38,0.95,0.98,0.90,32.27,3.25,32.27,3.25,27.33,2.77,29.94,3.02,23.20,2.34,29.94,3.02,23.00,22.00,25.00,19.00,15.00,24.00,28.00,29.00,26.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-373.41,-3.73,-130.25,-1.30,-243.16,-2.43,208.74,2.09,140.81,1.41,67.93,0.68,582.14,5.82,271.06,2.71,311.09,3.11,24.16,0.25,377.78,3.78,5921.66,59.22,-3.08,-0.95,0.36,0.52,0.22,0,0,0,0,0,353.68,194.46,159.22,240.00,132.00,108.00,0,0,0,85.00,53.00,32.00,155.00,79.00,76.00,35.42,40.15,29.63,-1.56,-0.16,-0.99,-0.10,-2.25,-0.23,2.46,0.25,2.66,0.27,2.12,0.22,3.76,0.38,3.43,0.35,4.09,0.42,0.65,0.77,0.52,16.84,1.74,16.84,1.74,12.70,1.31,14.72,1.49,8.91,0.90,14.72,1.49,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-159.63,-1.60,-69.26,-0.69,-90.36,-0.90,857.62,8.58,486.46,4.86,371.16,3.71,1017.24,10.17,555.72,5.56,461.52,4.62,141.44,1.43,319.16,3.18,5924.02,59.24,-0.49,-0.45,0.84,0.88,0.80,0,0,0,0,0,275.09,156.72,118.36,186.00,106.00,80.00,0,0,0,87.00,49.00,38.00,99.00,57.00,42.00,46.77,46.23,47.50,-0.86,-0.09,-0.65,-0.06,-1.13,-0.11,9.86,1.00,9.93,1.01,9.77,0.99,10.28,1.04,9.75,0.99,10.99,1.11,0.96,1.02,0.89,28.00,2.85,28.00,2.85,23.34,2.38,24.08,2.44,18.77,1.90,24.08,2.44,15.00,16.00,14.00,13.00,13.00,12.00,17.00,19.00,15.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-227.64,-2.28,-83.07,-0.83,-144.57,-1.45,798.14,7.98,453.08,4.53,345.06,3.45,1025.78,10.26,536.15,5.36,489.63,4.90,82.28,0.82,317.27,3.15,5926.80,59.27,-0.73,-0.60,0.78,0.85,0.71,0,0,0,0,0,305.00,168.78,136.22,206.00,114.00,92.00,0,0,0,79.00,44.00,35.00,127.00,70.00,57.00,38.35,38.60,38.04,-1.11,-0.11,-0.73,-0.07,-1.57,-0.16,10.10,1.03,10.30,1.05,9.86,1.00,8.08,0.82,7.66,0.78,8.59,0.87,1.25,1.34,1.15,29.00,2.96,29.00,2.96,24.16,2.48,18.33,1.87,14.37,1.46,18.33,1.87,12.00,11.00,12.00,14.00,12.00,17.00,10.00,11.00,9.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-157.38,-1.57,-123.80,-1.24,-33.58,-0.34,977.11,9.77,519.19,5.19,457.93,4.58,1134.49,11.34,642.98,6.43,491.51,4.92,130.71,1.29,276.68,2.74,5925.50,59.26,-0.69,-0.58,0.86,0.81,0.93,0,0,0,0,0,260.93,147.60,113.33,175.00,99.00,76.00,0,0,0,64.00,34.00,30.00,111.00,65.00,46.00,36.57,34.34,39.47,-0.90,-0.09,-1.25,-0.12,-0.44,-0.04,15.27,1.54,15.27,1.54,15.26,1.54,10.22,1.03,9.89,0.99,10.68,1.07,1.49,1.54,1.43,41.25,4.18,41.25,4.18,34.93,3.54,21.60,2.18,20.31,2.05,21.60,2.18,19.00,19.00,20.00,18.00,16.00,21.00,20.00,20.00,19.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
250.29,2.50,158.14,1.58,92.16,0.92,1157.38,11.57,657.74,6.58,499.63,5.00,907.08,9.07,499.61,5.00,407.48,4.07,427.30,4.16,199.63,1.99,5879.80,58.80,0.36,0.91,1.28,1.32,1.23,0,0,0,-4.29,-0.04,155.78,91.14,64.64,103.00,60.00,43.00,1.00,1.00,0,42.00,25.00,17.00,61.00,35.00,26.00,40.78,41.67,39.53,2.43,0.24,2.64,0.27,2.14,0.21,27.56,2.74,26.31,2.63,29.39,2.91,14.87,1.48,14.27,1.42,15.67,1.56,1.85,1.84,1.88,66.90,6.66,66.90,6.66,58.02,5.68,36.84,3.59,28.48,2.78,36.84,3.59,54.00,51.00,57.00,83.00,76.00,94.00,33.00,34.00,32.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-142.34,-1.42,-9.30,-0.09,-133.05,-1.33,865.06,8.65,510.42,5.10,354.65,3.55,1007.41,10.07,519.72,5.20,487.69,4.88,88.59,0.90,258.10,2.57,5929.29,59.29,-0.54,-0.49,0.86,0.98,0.73,0,0,0,0,0,307.76,169.53,138.23,207.00,114.00,93.00,0,0,0,81.00,46.00,35.00,126.00,68.00,58.00,39.13,40.35,37.63,-0.69,-0.07,-0.08,-0.01,-1.43,-0.14,10.68,1.08,11.10,1.12,10.13,1.02,8.00,0.81,7.64,0.77,8.41,0.85,1.34,1.45,1.21,30.86,3.13,30.86,3.13,25.72,2.62,18.44,1.87,14.49,1.46,18.44,1.87,11.00,13.00,9.00,11.00,12.00,9.00,12.00,14.00,9.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
