"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Enable signals","__Stop Loss Type: (L)","__(S)","__Take Profit Type: (L)","__Number of Orders: (L)","__[TP] Ride Free","__Position Leverage","__Maximum Accepted Loss %","__Equity % per trade","__Show TP/SL lines","__TP1: %","__Ratio","__TP2: %","__TP3: %","__TP4: %","__TP5: %","__Lenght_fast","__Lenght_slow","__SuperTrend Filter","__Show SuperTrend","__Range required?","__Number of divisions","__Start->Finish","__Portfolio table","__Table performance setting","__Enable Volume S/R"
-150.55,-15.06,-337.20,-33.72,186.65,18.67,2190.46,219.05,924.52,92.45,1265.94,126.59,2341.02,234.10,1261.73,126.17,1079.29,107.93,480.56,40.17,557.03,43.84,4351.30,435.13,-0.04,-0.05,0.94,0.73,1.17,96.00,96.00,63.00,12.48,1.47,88.02,45.55,42.47,1126.00,581.00,545.00,1.00,0,1.00,171.00,69.00,102.00,955.00,512.00,443.00,15.19,11.88,18.72,-0.13,-0.05,-0.58,-0.28,0.34,0.20,12.81,6.66,13.40,6.89,12.41,6.51,2.45,1.25,2.46,1.24,2.44,1.26,5.23,5.44,5.09,35.03,15.02,33.00,14.99,35.03,15.02,25.07,5.02,25.07,4.90,11.62,5.02,6.00,6.00,7.00,13.00,10.00,15.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
3.46,0.35,-125.99,-12.60,129.45,12.95,5397.05,539.70,2603.59,260.36,2793.46,279.35,5393.59,539.36,2729.58,272.96,2664.01,266.40,779.14,46.39,677.71,40.99,4330.33,433.03,0.03,0.05,1.00,0.95,1.05,133.00,133.00,118.00,15.89,1.58,193.62,96.06,97.55,1900.00,938.00,962.00,1.00,0,1.00,313.00,154.00,159.00,1587.00,784.00,803.00,16.47,16.42,16.53,0,0.02,-0.13,-0.02,0.13,0.03,17.24,6.84,16.91,6.92,17.57,6.76,3.40,1.32,3.48,1.34,3.32,1.31,5.07,4.86,5.30,45.43,15.01,42.33,15.01,45.43,15.00,26.31,7.95,20.04,6.68,26.31,7.95,6.00,6.00,7.00,12.00,10.00,13.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,22.00,25.00,true,true,"No",10.00,0,"Normal","Disabled",true
639.61,63.96,354.90,35.49,284.70,28.47,3990.96,399.10,2033.36,203.34,1957.60,195.76,3351.36,335.14,1678.46,167.85,1672.90,167.29,1219.02,56.62,497.80,29.05,4295.21,429.52,0.20,0.38,1.19,1.21,1.17,162.00,162.00,115.00,0,0,132.16,67.03,65.13,1105.00,558.00,547.00,0,0,0,194.00,96.00,98.00,911.00,462.00,449.00,17.56,17.20,17.92,0.58,0.26,0.64,0.21,0.52,0.31,20.57,7.27,21.18,7.12,19.98,7.43,3.68,1.23,3.63,1.23,3.73,1.24,5.59,5.83,5.36,58.41,15.03,58.41,15.01,50.89,15.03,18.51,4.76,9.44,3.13,18.51,4.76,7.00,5.00,8.00,15.00,9.00,20.00,5.00,4.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,41.00,true,true,"No",10.00,0,"Normal","Disabled",true
2870.39,287.04,1702.86,170.29,1167.53,116.75,8297.74,829.77,4441.00,444.10,3856.74,385.67,5427.35,542.74,2738.14,273.81,2689.21,268.92,3860.28,80.48,941.15,20.41,4160.75,416.08,0.48,1.55,1.53,1.62,1.43,272.00,272.00,227.00,62.18,1.61,218.85,116.52,102.32,1061.00,552.00,509.00,1.00,0,1.00,240.00,114.00,126.00,821.00,438.00,383.00,22.62,20.65,24.75,2.71,0.69,3.08,0.54,2.29,0.86,34.57,7.33,38.96,7.31,30.61,7.36,6.61,1.25,6.25,1.22,7.02,1.28,5.23,6.23,4.36,122.66,15.00,122.66,14.99,98.70,15.00,31.26,4.03,23.78,3.57,31.26,4.03,8.00,7.00,8.00,15.00,15.00,15.00,6.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,6.00,41.00,true,true,"No",10.00,0,"Normal","Disabled",true
2223.45,222.34,1937.71,193.77,285.73,28.57,9869.28,986.93,5603.71,560.37,4265.57,426.56,7645.83,764.58,3666.00,366.60,3979.83,397.98,2486.60,73.29,797.42,35.55,4468.54,446.85,0.39,1.00,1.29,1.53,1.07,184.00,184.00,138.00,47.33,1.47,301.48,154.32,147.17,2074.00,1060.00,1014.00,1.00,0,1.00,391.00,208.00,183.00,1683.00,852.00,831.00,18.85,19.62,18.05,1.07,0.30,1.83,0.50,0.28,0.10,25.24,6.97,26.94,7.44,23.31,6.42,4.54,1.24,4.30,1.19,4.79,1.30,5.56,6.26,4.87,164.20,15.00,88.73,15.00,164.20,15.00,37.21,5.95,16.37,3.84,37.21,5.95,7.00,6.00,7.00,13.00,11.00,15.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,17.00,true,true,"No",10.00,0,"Normal","Disabled",true
1027.49,102.75,528.75,52.88,498.74,49.87,5160.49,516.05,2749.66,274.97,2410.83,241.08,4133.00,413.30,2220.91,222.09,1912.09,191.21,1695.15,64.20,652.98,25.56,4065.66,406.57,0.30,0.66,1.25,1.24,1.26,208.00,208.00,156.00,30.67,1.51,154.34,82.62,71.72,1064.00,569.00,495.00,1.00,0,1.00,210.00,113.00,97.00,854.00,456.00,398.00,19.74,19.86,19.60,0.97,0.38,0.93,0.34,1.01,0.41,24.57,7.21,24.33,7.06,24.85,7.38,4.84,1.30,4.87,1.32,4.80,1.29,5.08,5.00,5.17,65.91,14.99,65.91,14.99,56.64,14.98,17.88,4.03,17.88,3.81,17.16,4.03,7.00,6.00,7.00,13.00,11.00,15.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,10.00,37.00,true,true,"No",10.00,0,"Normal","Disabled",true
-109.25,-10.93,-84.36,-8.44,-24.89,-2.49,2166.71,216.67,1045.44,104.54,1121.27,112.13,2275.96,227.60,1129.80,112.98,1146.16,114.62,389.91,30.63,391.22,30.94,4187.63,418.76,-0.04,-0.05,0.95,0.93,0.98,111.00,111.00,91.00,0,0,81.53,41.27,40.26,978.00,498.00,480.00,0,0,0,155.00,74.00,81.00,823.00,424.00,399.00,15.85,14.86,16.88,-0.11,-0.04,-0.17,-0.05,-0.05,-0.03,13.98,6.79,14.13,7.01,13.84,6.59,2.77,1.33,2.66,1.28,2.87,1.37,5.06,5.30,4.82,34.78,14.97,33.52,14.97,34.78,14.97,14.39,7.22,14.39,7.22,12.12,5.95,6.00,5.00,7.00,15.00,14.00,16.00,4.00,4.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,20.00,54.00,true,true,"No",10.00,0,"Normal","Disabled",true
-452.92,-45.29,-400.47,-40.05,-52.45,-5.25,2192.30,219.23,998.16,99.82,1194.14,119.41,2645.22,264.52,1398.64,139.86,1246.59,124.66,243.97,28.44,516.90,49.50,4223.83,422.38,-0.22,-0.27,0.83,0.71,0.96,72.00,72.00,57.00,14.09,2.58,93.46,47.70,45.77,1566.00,800.00,766.00,1.00,0,1.00,215.00,96.00,119.00,1351.00,704.00,647.00,13.73,12.00,15.54,-0.29,-0.16,-0.50,-0.31,-0.07,0,10.20,6.97,10.40,7.07,10.03,6.89,1.96,1.29,1.99,1.32,1.93,1.27,5.21,5.23,5.21,28.48,15.03,28.48,15.00,27.47,15.03,13.13,6.68,13.05,6.68,13.13,6.65,6.00,5.00,6.00,12.00,11.00,13.00,5.00,4.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,25.00,true,true,"No",10.00,0,"Normal","Disabled",true
-220.95,-22.09,-52.90,-5.29,-168.05,-16.81,2337.54,233.75,1314.13,131.41,1023.41,102.34,2558.48,255.85,1367.02,136.70,1191.46,119.15,318.87,33.00,386.75,37.57,4351.32,435.13,-0.06,-0.09,0.91,0.96,0.86,83.00,83.00,74.00,12.19,1.56,91.16,47.31,43.85,1324.00,695.00,629.00,1.00,0,1.00,204.00,107.00,97.00,1120.00,588.00,532.00,15.41,15.40,15.42,-0.17,-0.08,-0.08,-0.01,-0.27,-0.16,11.46,6.75,12.28,7.37,10.55,6.06,2.28,1.32,2.32,1.35,2.24,1.30,5.02,5.28,4.71,27.41,14.99,27.41,14.99,25.51,14.99,14.51,8.00,10.08,5.16,14.51,8.00,7.00,6.00,7.00,14.00,12.00,16.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
-396.63,-39.66,-524.39,-52.44,127.77,12.78,1844.85,184.48,740.49,74.05,1104.36,110.44,2241.48,224.15,1264.88,126.49,976.60,97.66,294.30,29.27,559.32,51.18,4331.23,433.12,-0.23,-0.27,0.82,0.59,1.13,77.00,77.00,63.00,15.54,2.58,80.14,41.89,38.26,1241.00,649.00,592.00,1.00,0,1.00,176.00,70.00,106.00,1065.00,579.00,486.00,14.18,10.79,17.91,-0.32,-0.15,-0.81,-0.39,0.22,0.12,10.48,6.64,10.58,7.00,10.42,6.40,2.10,1.27,2.18,1.29,2.01,1.25,4.98,4.84,5.19,29.86,15.00,26.87,14.99,29.86,15.00,56.10,5.66,56.10,5.66,5.94,3.46,6.00,5.00,7.00,13.00,14.00,13.00,5.00,4.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,16.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
-309.12,-30.91,-48.18,-4.82,-260.94,-26.09,1507.40,150.74,827.90,82.79,679.49,67.95,1816.52,181.65,876.09,87.61,940.43,94.04,227.69,23.14,408.18,37.46,4341.22,434.12,-0.21,-0.25,0.83,0.95,0.72,83.00,83.00,71.00,0,0,66.70,32.36,34.34,988.00,484.00,504.00,0,0,0,137.00,73.00,64.00,851.00,411.00,440.00,13.87,15.08,12.70,-0.31,-0.17,-0.10,-0.05,-0.52,-0.28,11.00,6.66,11.34,6.81,10.62,6.49,2.13,1.27,2.13,1.27,2.14,1.26,5.16,5.32,4.97,29.79,15.00,29.79,15.00,26.92,14.99,7.92,5.23,7.92,4.49,7.91,5.23,6.00,6.00,6.00,18.00,14.00,22.00,4.00,5.00,4.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,12.00,53.00,true,true,"No",10.00,0,"Normal","Disabled",true
1113.66,111.37,89.78,8.98,1023.88,102.39,8836.29,883.63,4228.92,422.89,4607.37,460.74,7722.63,772.26,4139.14,413.91,3583.49,358.35,1719.46,65.27,856.09,33.19,4155.91,415.59,0.27,0.54,1.14,1.02,1.29,249.00,249.00,187.00,32.81,1.55,280.60,142.67,137.94,1845.00,941.00,904.00,1.00,0,1.00,354.00,171.00,183.00,1491.00,770.00,721.00,19.19,18.17,20.24,0.60,0.28,0.10,0.19,1.13,0.37,24.96,7.06,24.73,7.08,25.18,7.03,5.18,1.33,5.38,1.34,4.97,1.32,4.82,4.60,5.07,70.99,15.00,70.99,15.00,67.87,15.00,188.45,12.03,188.45,12.03,25.16,8.69,7.00,6.00,7.00,13.00,12.00,15.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,12.00,17.00,true,true,"No",10.00,0,"Normal","Disabled",true
58.23,5.82,393.41,39.34,-335.17,-33.52,2693.94,269.39,1660.82,166.08,1033.12,103.31,2635.71,263.57,1267.41,126.74,1368.30,136.83,513.65,36.59,377.59,27.10,4392.07,439.21,0.03,0.04,1.02,1.31,0.76,111.00,111.00,87.00,0,0,98.32,50.41,47.91,1056.00,545.00,511.00,0,0,0,168.00,100.00,68.00,888.00,445.00,443.00,15.91,18.35,13.31,0.06,0.07,0.72,0.36,-0.66,-0.25,16.04,7.13,16.61,7.44,15.19,6.68,2.97,1.27,2.85,1.23,3.09,1.31,5.40,5.83,4.92,38.28,15.00,36.41,15.00,38.28,15.00,12.24,5.09,11.03,4.93,12.24,5.09,6.00,5.00,7.00,12.00,10.00,14.00,5.00,4.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
3380.26,338.03,2193.00,219.30,1187.26,118.73,15262.20,1526.22,8071.73,807.17,7190.47,719.05,11881.94,1188.19,5878.73,587.87,6003.22,600.32,4075.25,82.37,983.81,43.03,4440.91,444.09,0.36,0.82,1.28,1.37,1.20,213.00,213.00,170.00,65.68,1.50,463.06,236.92,226.14,2675.00,1390.00,1285.00,1.00,0,1.00,515.00,260.00,255.00,2160.00,1130.00,1030.00,19.25,18.71,19.84,1.26,0.32,1.58,0.35,0.92,0.28,29.64,6.99,31.05,7.26,28.20,6.72,5.50,1.27,5.20,1.24,5.83,1.32,5.39,5.97,4.84,134.14,15.00,134.14,15.00,119.89,15.00,62.62,6.76,29.98,6.20,62.62,6.76,6.00,6.00,7.00,13.00,11.00,15.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,16.00,17.00,true,true,"No",10.00,0,"Normal","Disabled",true
-152.15,-15.21,8.56,0.86,-160.71,-16.07,1684.58,168.46,939.76,93.98,744.83,74.48,1836.73,183.67,931.20,93.12,905.54,90.55,313.39,29.98,329.23,31.32,4195.72,419.57,-0.06,-0.10,0.92,1.01,0.82,91.00,91.00,74.00,0,0,67.23,35.06,32.17,943.00,492.00,451.00,0,0,0,144.00,73.00,71.00,799.00,419.00,380.00,15.27,14.84,15.74,-0.16,-0.06,0.02,0.05,-0.36,-0.17,11.70,6.75,12.87,7.44,10.49,6.03,2.30,1.28,2.22,1.24,2.38,1.33,5.09,5.79,4.40,28.89,15.00,28.89,14.99,27.42,15.00,11.02,6.14,6.51,3.38,11.02,6.14,6.00,5.00,8.00,13.00,13.00,13.00,5.00,4.00,7.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,24.00,53.00,true,true,"No",10.00,0,"Normal","Disabled",true
847.91,84.79,774.82,77.48,73.09,7.31,4224.10,422.41,2474.20,247.42,1749.90,174.99,3376.19,337.62,1699.38,169.94,1676.81,167.68,1373.28,59.89,369.87,19.28,4369.93,436.99,0.26,0.51,1.25,1.46,1.04,151.00,151.00,111.00,0,0,122.18,62.28,59.91,1039.00,535.00,504.00,0,0,0,205.00,118.00,87.00,834.00,417.00,417.00,19.73,22.06,17.26,0.82,0.34,1.45,0.58,0.15,0.09,20.61,7.28,20.97,7.55,20.11,6.92,4.05,1.36,4.08,1.39,4.02,1.34,5.09,5.15,5.00,59.93,15.03,59.93,15.00,57.44,15.03,25.98,7.22,25.07,7.22,25.98,5.95,7.00,6.00,7.00,14.00,12.00,17.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,20.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
1174.03,117.40,977.43,97.74,196.60,19.66,5135.10,513.51,2864.60,286.46,2270.50,227.05,3961.07,396.11,1887.16,188.72,2073.91,207.39,1728.40,65.01,537.06,21.04,4069.09,406.91,0.41,0.88,1.30,1.52,1.10,205.00,205.00,148.00,32.65,1.50,153.13,79.40,73.73,1052.00,547.00,505.00,1.00,0,1.00,217.00,119.00,98.00,835.00,428.00,407.00,20.63,21.76,19.41,1.12,0.41,1.79,0.52,0.39,0.28,23.66,6.97,24.07,6.85,23.17,7.12,4.74,1.30,4.41,1.23,5.10,1.37,4.99,5.46,4.55,66.32,15.00,66.32,14.99,65.61,15.00,22.88,4.76,13.34,3.81,22.88,4.76,7.00,7.00,8.00,13.00,11.00,16.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,8.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
295.20,29.52,129.42,12.94,165.79,16.58,3558.81,355.88,1838.43,183.84,1720.38,172.04,3263.61,326.36,1709.02,170.90,1554.60,155.46,1022.25,51.23,709.93,36.88,4329.33,432.93,0.12,0.22,1.09,1.08,1.11,148.00,148.00,110.00,19.47,1.50,128.54,67.09,61.45,1084.00,569.00,515.00,1.00,0,1.00,184.00,95.00,89.00,900.00,474.00,426.00,16.97,16.70,17.28,0.27,0.15,0.23,0.10,0.32,0.21,19.34,6.89,19.35,6.71,19.33,7.08,3.63,1.22,3.61,1.22,3.65,1.23,5.33,5.37,5.30,51.96,14.99,51.96,14.99,44.05,14.99,13.65,4.76,13.65,4.76,11.05,3.66,6.00,5.00,6.00,13.00,10.00,15.00,4.00,5.00,4.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,12.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
-289.36,-28.94,-121.02,-12.10,-168.34,-16.83,1921.73,192.17,1051.41,105.14,870.32,87.03,2211.09,221.11,1172.43,117.24,1038.66,103.87,336.88,32.25,344.44,33.27,4369.69,436.97,-0.16,-0.21,0.87,0.90,0.84,90.00,90.00,71.00,0,0,76.09,41.00,35.09,1097.00,595.00,502.00,0,0,0,161.00,85.00,76.00,936.00,510.00,426.00,14.68,14.29,15.14,-0.26,-0.13,-0.20,-0.11,-0.34,-0.16,11.94,7.03,12.37,7.21,11.45,6.83,2.36,1.37,2.30,1.33,2.44,1.41,5.05,5.38,4.70,28.50,14.99,28.50,14.99,25.42,14.99,8.64,4.57,8.04,4.35,8.64,4.57,6.00,6.00,7.00,16.00,11.00,21.00,5.00,5.00,4.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,41.00,true,true,"No",10.00,0,"Normal","Disabled",true
106.22,10.62,227.78,22.78,-121.56,-12.16,5292.55,529.26,2684.24,268.42,2608.31,260.83,5186.34,518.63,2456.46,245.65,2729.87,272.99,1177.39,56.29,1040.89,49.93,4376.04,437.60,0.06,0.09,1.02,1.09,0.96,163.00,163.00,150.00,0,0,190.93,92.54,98.39,1602.00,783.00,819.00,0,0,0,252.00,130.00,122.00,1350.00,653.00,697.00,15.73,16.60,14.90,0.07,0.08,0.29,0.19,-0.15,-0.03,21.00,7.41,20.65,7.52,21.38,7.29,3.84,1.29,3.76,1.26,3.92,1.31,5.47,5.49,5.46,57.34,15.01,47.98,14.99,57.34,15.01,19.84,5.95,13.87,4.98,19.84,5.95,6.00,6.00,6.00,14.00,14.00,15.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,24.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
699.51,69.95,-155.38,-15.54,854.89,85.49,4712.89,471.29,2054.89,205.49,2658.00,265.80,4013.38,401.34,2210.26,221.03,1803.12,180.31,1649.25,67.82,662.13,29.62,4519.20,451.92,0.19,0.34,1.17,0.93,1.47,143.00,143.00,125.00,0,0,152.63,79.63,73.00,1253.00,642.00,611.00,0,0,0,231.00,94.00,137.00,1022.00,548.00,474.00,18.44,14.64,22.42,0.56,0.25,-0.24,-0.16,1.40,0.68,20.40,7.11,21.86,6.70,19.40,7.40,3.93,1.30,4.03,1.34,3.80,1.26,5.20,5.42,5.10,64.89,15.00,64.89,15.00,51.80,15.00,16.61,4.45,16.61,4.21,14.53,4.45,7.00,6.00,9.00,15.00,12.00,18.00,6.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,24.00,13.00,true,true,"No",10.00,0,"Normal","Disabled",true
-576.18,-57.62,-157.03,-15.70,-419.15,-41.91,1117.16,111.72,637.48,63.75,479.68,47.97,1693.35,169.33,794.51,79.45,898.83,89.88,231.57,21.23,665.72,61.15,4391.15,439.12,-0.38,-0.43,0.66,0.80,0.53,69.00,69.00,51.00,0,0,55.48,28.34,27.13,994.00,510.00,484.00,0,0,0,117.00,64.00,53.00,877.00,446.00,431.00,11.77,12.55,10.95,-0.58,-0.40,-0.31,-0.24,-0.87,-0.58,9.55,6.78,9.96,7.06,9.05,6.45,1.93,1.36,1.78,1.28,2.09,1.44,4.95,5.59,4.34,29.90,15.03,29.02,14.98,29.90,15.03,11.01,5.86,6.93,4.93,11.01,5.86,6.00,6.00,6.00,17.00,19.00,15.00,5.00,4.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,16.00,53.00,true,true,"No",10.00,0,"Normal","Disabled",true
369.35,36.94,239.02,23.90,130.33,13.03,3326.25,332.62,1643.05,164.30,1683.20,168.32,2956.89,295.69,1404.03,140.40,1552.86,155.29,753.21,44.22,359.94,22.03,4069.37,406.94,0.16,0.31,1.13,1.17,1.08,140.00,140.00,104.00,19.95,1.46,108.23,52.42,55.81,1020.00,499.00,521.00,1.00,0,1.00,192.00,95.00,97.00,828.00,404.00,424.00,18.82,19.04,18.62,0.36,0.19,0.48,0.24,0.25,0.14,17.32,6.85,17.30,6.90,17.35,6.80,3.57,1.35,3.48,1.33,3.66,1.38,4.85,4.98,4.74,42.34,15.01,41.58,14.99,42.34,15.01,10.51,4.81,9.71,4.81,10.51,4.36,7.00,7.00,8.00,16.00,12.00,19.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,8.00,53.00,true,true,"No",10.00,0,"Normal","Disabled",true
-150.55,-15.06,-337.20,-33.72,186.65,18.67,2190.46,219.05,924.52,92.45,1265.94,126.59,2341.02,234.10,1261.73,126.17,1079.29,107.93,480.56,40.17,557.03,43.84,4354.92,435.49,-0.04,-0.05,0.94,0.73,1.17,96.00,96.00,63.00,12.38,1.46,88.02,45.55,42.47,1126.00,581.00,545.00,1.00,0,1.00,171.00,69.00,102.00,955.00,512.00,443.00,15.19,11.88,18.72,-0.13,-0.05,-0.58,-0.28,0.34,0.20,12.81,6.66,13.40,6.89,12.41,6.51,2.45,1.25,2.46,1.24,2.44,1.26,5.23,5.44,5.09,35.03,15.02,33.00,14.99,35.03,15.02,25.07,5.02,25.07,4.90,11.62,5.02,6.00,6.00,7.00,13.00,10.00,15.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
-140.33,-14.03,-189.63,-18.96,49.30,4.93,2851.14,285.11,1224.56,122.46,1626.58,162.66,2991.46,299.15,1414.19,141.42,1577.28,157.73,307.17,27.30,308.38,27.93,4274.13,427.41,-0.07,-0.09,0.95,0.87,1.03,99.00,99.00,78.00,22.06,2.57,109.15,55.36,53.79,1437.00,729.00,708.00,1.00,0,1.00,223.00,98.00,125.00,1214.00,631.00,583.00,15.52,13.44,17.66,-0.10,-0.02,-0.26,-0.13,0.07,0.09,12.79,6.89,12.50,6.66,13.01,7.06,2.46,1.29,2.24,1.18,2.71,1.40,5.19,5.58,4.81,30.31,15.03,30.31,14.96,30.14,15.03,25.58,11.69,9.40,4.90,25.58,11.69,6.00,6.00,6.00,11.00,10.00,12.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,16.00,25.00,true,true,"No",10.00,0,"Normal","Disabled",true
