"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
11181.03,,6361.72,,4819.31,,17904.60,,9782.44,,8122.18,,6723.58,,3420.72,,3302.86,,11943.66,,1065.34,,2702.84,,0.86,3.91,2.66,2.86,2.46,996.00,994.00,996.00,0,,736.80,375.10,361.71,70.00,35.00,35.00,0,0,0,31.00,14.00,17.00,39.00,21.00,18.00,44.29,40.00,48.57,159.73,,181.76,,137.69,,577.58,,698.76,,477.78,,172.40,,162.89,,183.49,,3.35,4.29,2.60,1423.34,,1423.34,,920.78,,524.79,,364.35,,524.79,,53.00,55.00,52.00,54.00,57.00,51.00,53.00,53.00,53.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.30,"Small",true,true
8052.66,,4225.99,,3826.66,,13928.54,,7219.46,,6709.10,,5875.90,,2993.46,,2882.43,,8247.33,,972.92,,2702.84,,0.65,3.40,2.37,2.41,2.33,1006.00,1004.00,1006.00,0,,710.66,360.87,349.79,70.00,35.00,35.00,0,0,0,31.00,11.00,20.00,39.00,24.00,15.00,44.29,31.43,57.14,115.04,,120.74,,109.33,,449.32,,656.32,,335.46,,150.66,,124.73,,192.16,,2.98,5.26,1.75,1351.95,,1351.95,,981.07,,468.24,,236.03,,468.24,,46.00,52.00,40.00,54.00,80.00,40.00,39.00,39.00,41.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,2.30,"Small",true,true
3730.43,,3190.65,,539.79,,7771.47,,4758.16,,3013.30,,4041.02,,1567.51,,2473.52,,4144.16,,768.59,,2702.84,,0.46,1.26,1.92,3.04,1.22,882.00,869.00,882.00,0,,588.55,296.49,292.06,70.00,35.00,35.00,0,0,0,32.00,20.00,12.00,38.00,15.00,23.00,45.71,57.14,34.29,53.29,,91.16,,15.42,,242.86,,237.91,,251.11,,106.34,,104.50,,107.54,,2.28,2.28,2.34,1102.09,,1102.09,,409.79,,188.84,,182.12,,188.84,,21.00,17.00,24.00,22.00,18.00,28.00,20.00,16.00,22.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.75,2.00,2.30,"Small",true,true
2940.14,,2120.80,,819.34,,6955.68,,3759.76,,3195.91,,4015.53,,1638.96,,2376.57,,3567.09,,739.77,,2702.84,,0.64,2.22,1.73,2.29,1.35,892.00,892.00,891.00,0,,592.63,298.57,294.07,70.00,35.00,35.00,0,0,0,29.00,9.00,20.00,41.00,26.00,15.00,41.43,25.71,57.14,42.00,,60.59,,23.41,,239.85,,417.76,,159.80,,97.94,,63.04,,158.44,,2.45,6.63,1.01,561.08,,561.08,,259.37,,299.81,,95.68,,299.81,,20.00,22.00,18.00,30.00,51.00,20.00,13.00,12.00,15.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.75,1.00,3.00,"Small",true,true
1492.79,,972.09,,520.71,,3608.31,,2129.74,,1478.58,,2115.53,,1157.65,,957.88,,1952.79,,406.11,,2702.84,,0.41,0.93,1.71,1.84,1.54,820.00,808.00,820.00,0,,546.31,274.25,272.07,70.00,35.00,35.00,0,0,0,44.00,15.00,29.00,26.00,20.00,6.00,62.86,42.86,82.86,21.33,,27.77,,14.88,,82.01,,141.98,,50.99,,81.37,,57.88,,159.65,,1.01,2.45,0.32,245.44,,245.44,,119.37,,281.27,,88.12,,281.27,,7.00,7.00,7.00,8.00,11.00,7.00,6.00,4.00,10.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.75,1.00,1.10,"Small",true,true
1145.53,,813.15,,332.40,,4085.17,,2187.20,,1897.97,,2939.64,,1374.06,,1565.58,,1947.85,,677.78,,2702.84,,0.24,0.41,1.39,1.59,1.21,802.00,802.00,801.00,0,,537.59,269.56,268.02,70.00,35.00,35.00,0,0,0,36.00,11.00,25.00,34.00,24.00,10.00,51.43,31.43,71.43,16.36,,23.23,,9.50,,113.48,,198.84,,75.92,,86.46,,57.25,,156.56,,1.31,3.47,0.49,289.39,,289.39,,126.45,,274.74,,87.27,,274.74,,12.00,11.00,12.00,13.00,16.00,12.00,10.00,9.00,13.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.1 => 1.7.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.75,1.00,1.70,"Small",true,true
7391.53,,5196.36,,2195.18,,13833.13,,7581.89,,6251.26,,6441.62,,2385.53,,4056.07,,9389.12,,1045.42,,2702.84,,0.85,3.50,2.15,3.18,1.54,1076.00,1074.00,1076.00,517.14,,706.06,360.60,345.45,69.00,35.00,34.00,1.00,0,1.00,25.00,14.00,11.00,44.00,21.00,23.00,36.23,40.00,32.35,107.12,,148.47,,64.56,,553.34,,541.57,,568.31,,146.40,,113.60,,176.35,,3.78,4.77,3.22,1360.87,,1360.87,,1003.49,,425.23,,399.13,,425.23,,50.00,35.00,67.00,61.00,30.00,101.00,44.00,38.00,51.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.00,5.00,2.10,"Small",true,true
11181.03,,6361.72,,4819.31,,17904.60,,9782.44,,8122.18,,6723.58,,3420.72,,3302.86,,11943.66,,1065.34,,2702.84,,0.86,3.91,2.66,2.86,2.46,996.00,994.00,996.00,0,,736.80,375.10,361.71,70.00,35.00,35.00,0,0,0,31.00,14.00,17.00,39.00,21.00,18.00,44.29,40.00,48.57,159.73,,181.76,,137.69,,577.58,,698.76,,477.78,,172.40,,162.89,,183.49,,3.35,4.29,2.60,1423.34,,1423.34,,920.78,,524.79,,364.35,,524.79,,53.00,55.00,52.00,54.00,57.00,51.00,53.00,53.00,53.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.30,"Small",true,true
8033.67,,5813.48,,2220.19,,14892.33,,9049.41,,5842.94,,6858.69,,3235.93,,3622.75,,10212.09,,1732.31,,2702.84,,0.68,2.93,2.17,2.80,1.61,992.00,990.00,992.00,535.50,,703.79,360.58,343.21,69.00,35.00,34.00,1.00,0,1.00,27.00,14.00,13.00,42.00,21.00,21.00,39.13,40.00,38.24,116.43,,166.10,,65.30,,551.58,,646.40,,449.47,,163.30,,154.09,,172.51,,3.38,4.20,2.61,1389.13,,1389.13,,1014.10,,455.02,,433.52,,455.02,,71.00,86.00,55.00,104.00,135.00,70.00,50.00,54.00,46.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.3 => 2.9.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.90,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.9 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
10604.58,,7111.73,,3492.85,,16296.76,,9387.68,,6909.10,,5692.19,,2275.95,,3416.23,,10944.20,,653.66,,2702.84,,0.96,5.12,2.86,4.13,2.02,1102.00,1100.00,1102.00,0,,757.11,385.38,371.74,70.00,35.00,35.00,0,0,0,37.00,20.00,17.00,33.00,15.00,18.00,52.86,57.14,48.57,151.49,,203.19,,99.80,,440.46,,469.39,,406.43,,172.49,,151.73,,189.79,,2.55,3.09,2.14,1481.35,,1481.35,,942.71,,414.51,,281.54,,414.51,,36.00,36.00,37.00,38.00,34.00,42.00,35.00,39.00,31.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 3.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,1.80,"Small",true,true
9126.17,,6080.91,,3045.27,,13553.41,,7653.96,,5899.47,,4427.25,,1573.05,,2854.20,,9550.36,,539.17,,2702.84,,1.09,7.31,3.06,4.87,2.07,1044.00,1029.00,1044.00,0,,709.97,360.99,348.97,70.00,35.00,35.00,0,0,0,45.00,24.00,21.00,25.00,11.00,14.00,64.29,68.57,60.00,130.37,,173.74,,87.01,,301.19,,318.91,,280.93,,177.09,,143.00,,203.87,,1.70,2.23,1.38,1383.18,,1383.18,,933.57,,378.98,,263.66,,378.98,,24.00,22.00,27.00,23.00,21.00,25.00,27.00,23.00,29.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,1.20,"Small",true,true
8065.93,,5120.82,,2945.11,,13266.21,,7132.11,,6134.12,,5200.30,,2011.29,,3189.00,,8506.01,,745.18,,2702.84,,0.85,3.81,2.55,3.55,1.92,1012.00,997.00,1012.00,0,,677.02,343.75,333.27,70.00,35.00,35.00,0,0,0,42.00,24.00,18.00,28.00,11.00,17.00,60.00,68.57,51.43,115.23,,146.31,,84.15,,315.86,,297.17,,340.79,,185.72,,182.84,,187.59,,1.70,1.63,1.82,1265.69,,1265.69,,935.40,,361.83,,328.87,,361.83,,31.00,24.00,37.00,30.00,21.00,41.00,33.00,32.00,34.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,4.00,1.20,"Small",true,true
9126.17,,6080.91,,3045.27,,13553.41,,7653.96,,5899.47,,4427.25,,1573.05,,2854.20,,9550.36,,539.17,,2702.84,,1.09,7.31,3.06,4.87,2.07,1044.00,1029.00,1044.00,0,,709.97,360.99,348.97,70.00,35.00,35.00,0,0,0,45.00,24.00,21.00,25.00,11.00,14.00,64.29,68.57,60.00,130.37,,173.74,,87.01,,301.19,,318.91,,280.93,,177.09,,143.00,,203.87,,1.70,2.23,1.38,1383.18,,1383.18,,933.57,,378.98,,263.66,,378.98,,24.00,22.00,27.00,23.00,21.00,25.00,27.00,23.00,29.00,0,0,0,"Changed ""ATR Multiplier Lower"": 4 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,1.20,"Small",true,true
12189.72,,7000.27,,5189.46,,18500.13,,9959.54,,8540.61,,6310.42,,2959.26,,3351.15,,12597.30,,742.76,,2702.84,,0.96,4.10,2.93,3.37,2.55,1045.00,1043.00,1045.00,0,,744.89,379.80,365.10,70.00,35.00,35.00,0,0,0,35.00,18.00,17.00,35.00,17.00,18.00,50.00,51.43,48.57,174.14,,200.01,,148.27,,528.59,,553.32,,502.40,,180.30,,174.07,,186.18,,2.93,3.18,2.70,1473.91,,1473.91,,922.61,,555.96,,399.11,,555.96,,46.00,41.00,52.00,43.00,34.00,52.00,50.00,48.00,53.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,4.00,1.80,"Small",true,true
11809.21,,7327.56,,4481.65,,18968.98,,10578.51,,8390.49,,7159.78,,3250.95,,3908.82,,13289.37,,969.48,,2702.84,,0.93,4.48,2.65,3.25,2.15,1196.00,1194.00,1196.00,647.70,,777.52,396.24,381.29,68.00,34.00,34.00,1.00,0,1.00,32.00,18.00,14.00,36.00,16.00,20.00,47.06,52.94,41.18,173.66,,215.52,,131.81,,592.79,,587.70,,599.33,,198.88,,203.18,,195.44,,2.98,2.89,3.07,1533.40,,1533.40,,1214.01,,568.58,,500.73,,568.58,,54.00,50.00,58.00,57.00,47.00,69.00,51.00,53.00,50.00,0,0,0,"Changed ""ATR Multiplier Lower"": 4 => 5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,5.00,1.80,"Small",true,true
8010.79,,5944.90,,2065.88,,14841.51,,8702.19,,6139.33,,6830.74,,2757.29,,4073.44,,9963.67,,1147.09,,2702.84,,0.75,3.67,2.17,3.16,1.51,1118.00,1115.00,1118.00,535.50,,724.03,370.28,353.76,69.00,35.00,34.00,1.00,0,1.00,24.00,13.00,11.00,45.00,22.00,23.00,34.78,37.14,32.35,116.10,,169.85,,60.76,,618.41,,669.41,,558.13,,151.79,,125.33,,177.11,,4.07,5.34,3.15,1375.75,,1375.75,,1082.72,,466.15,,413.65,,466.15,,59.00,47.00,71.00,73.00,58.00,92.00,51.00,40.00,62.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,5.00,2.20,"Small",true,true
3595.34,,1076.61,,2518.73,,7822.10,,3091.02,,4731.06,,4226.74,,2014.41,,2212.33,,4573.30,,812.28,,2702.84,,0.44,1.29,1.85,1.53,2.14,979.00,979.00,977.00,0,,646.49,326.80,319.69,70.00,35.00,35.00,0,0,0,29.00,7.00,22.00,41.00,28.00,13.00,41.43,20.00,62.86,51.36,,30.76,,71.96,,269.73,,441.58,,215.05,,103.09,,71.94,,170.18,,2.62,6.14,1.26,939.05,,604.08,,939.05,,380.26,,128.69,,380.26,,25.00,31.00,19.00,35.00,80.00,21.00,18.00,19.00,17.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,1.00,2.90,"Small",true,true
3635.84,,1693.41,,1942.42,,6688.12,,3334.99,,3353.13,,3052.28,,1641.57,,1410.70,,4276.89,,526.07,,2702.84,,0.59,1.97,2.19,2.03,2.38,966.00,966.00,964.00,0,,636.22,321.55,314.68,70.00,35.00,35.00,0,0,0,39.00,11.00,28.00,31.00,24.00,7.00,55.71,31.43,80.00,51.94,,48.38,,55.50,,171.49,,303.19,,119.75,,98.46,,68.40,,201.53,,1.74,4.43,0.59,931.74,,447.88,,931.74,,363.37,,105.95,,363.37,,13.00,13.00,13.00,16.00,24.00,13.00,10.00,9.00,15.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.9 => 1.6.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,1.00,1.60,"Small",true,true
12363.13,,7581.82,,4781.32,,17188.28,,9848.17,,7340.13,,4825.15,,2266.35,,2558.80,,12466.32,,737.68,,2702.84,,1.23,29.93,3.56,4.35,2.87,1175.00,1158.00,1175.00,0,,810.95,413.91,397.04,70.00,35.00,35.00,0,0,0,47.00,22.00,25.00,23.00,13.00,10.00,67.14,62.86,71.43,176.62,,216.62,,136.61,,365.71,,447.65,,293.60,,209.79,,174.33,,255.88,,1.74,2.57,1.15,1661.31,,1661.31,,966.46,,552.25,,308.35,,552.25,,28.00,25.00,32.00,26.00,25.00,28.00,33.00,27.00,40.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.20,"Small",true,true
10325.38,,6227.78,,4097.61,,16151.97,,8888.00,,7263.99,,5826.60,,2660.22,,3166.37,,10394.13,,754.95,,2702.84,,1.11,6.17,2.77,3.34,2.29,1108.00,1092.00,1108.00,0,,749.22,381.42,367.80,70.00,35.00,35.00,0,0,0,43.00,22.00,21.00,27.00,13.00,14.00,61.43,62.86,60.00,147.51,,177.94,,117.07,,375.64,,404.01,,345.91,,215.80,,204.63,,226.17,,1.74,1.97,1.53,1463.50,,1463.50,,973.76,,499.55,,369.57,,499.55,,37.00,28.00,45.00,34.00,25.00,44.00,41.00,34.00,47.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,4.00,1.20,"Small",true,true
12363.13,,7581.82,,4781.32,,17188.28,,9848.17,,7340.13,,4825.15,,2266.35,,2558.80,,12466.32,,737.68,,2702.84,,1.23,29.93,3.56,4.35,2.87,1175.00,1158.00,1175.00,0,,810.95,413.91,397.04,70.00,35.00,35.00,0,0,0,47.00,22.00,25.00,23.00,13.00,10.00,67.14,62.86,71.43,176.62,,216.62,,136.61,,365.71,,447.65,,293.60,,209.79,,174.33,,255.88,,1.74,2.57,1.15,1661.31,,1661.31,,966.46,,552.25,,308.35,,552.25,,28.00,25.00,32.00,26.00,25.00,28.00,33.00,27.00,40.00,0,0,0,"Changed ""ATR Multiplier Lower"": 4 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.20,"Small",true,true
4915.70,,4293.22,,622.49,,9015.36,,5611.58,,3403.78,,4099.66,,1318.36,,2781.30,,5204.70,,600.88,,2702.84,,0.62,1.75,2.20,4.26,1.22,947.00,934.00,947.00,0,,625.89,315.70,310.19,70.00,35.00,35.00,0,0,0,37.00,26.00,11.00,33.00,9.00,24.00,52.86,74.29,31.43,70.22,,122.66,,17.79,,243.66,,215.83,,309.44,,124.23,,146.48,,115.89,,1.96,1.47,2.67,1161.58,,1161.58,,505.81,,216.25,,216.25,,197.71,,22.00,16.00,29.00,22.00,15.00,40.00,23.00,17.00,25.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.75,3.00,1.80,"Small",true,true
5425.00,,4952.14,,472.85,,11269.74,,7096.99,,4172.76,,5844.76,,2144.84,,3699.91,,6660.33,,743.72,,2702.84,,0.60,2.01,1.93,3.31,1.13,934.00,932.00,934.00,457.98,,629.03,320.21,308.82,69.00,35.00,34.00,1.00,0,1.00,27.00,18.00,9.00,42.00,17.00,25.00,39.13,51.43,26.47,78.62,,141.49,,13.91,,417.41,,394.29,,463.65,,139.16,,126.17,,148.00,,3.00,3.13,3.13,1207.68,,1207.68,,953.87,,294.36,,286.86,,294.36,,43.00,38.00,48.00,50.00,32.00,86.00,38.00,45.00,34.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.75,4.00,2.40,"Small",true,true
12274.60,,6930.79,,5343.83,,19154.26,,10432.66,,8721.61,,6879.67,,3501.88,,3377.78,,12979.04,,1116.57,,2702.84,,0.90,4.34,2.78,2.98,2.58,1015.00,1012.00,1015.00,0,,755.53,385.10,370.43,70.00,35.00,35.00,0,0,0,31.00,14.00,17.00,39.00,21.00,18.00,44.29,40.00,48.57,175.35,,198.02,,152.68,,617.89,,745.19,,513.05,,176.40,,166.76,,187.65,,3.50,4.47,2.73,1466.47,,1466.47,,922.61,,550.02,,381.93,,550.02,,54.00,55.00,52.00,54.00,58.00,52.00,53.00,53.00,53.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.40,"Small",true,true
15301.84,,9961.16,,5340.70,,21593.69,,12710.92,,8882.78,,6291.87,,2749.77,,3542.08,,15305.59,,850.82,,2702.84,,1.18,7.09,3.43,4.62,2.51,1268.00,1266.00,1268.00,0,,872.25,445.90,426.35,70.00,35.00,35.00,0,0,0,39.00,19.00,20.00,31.00,16.00,15.00,55.71,54.29,57.14,218.60,,284.60,,152.59,,553.69,,669.01,,444.15,,202.96,,171.86,,236.14,,2.73,3.89,1.88,1762.44,,1762.44,,984.73,,636.87,,345.59,,636.87,,43.00,41.00,44.00,42.00,39.00,45.00,43.00,44.00,43.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.4 => 1.8.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.80,"Small",true,true
12363.13,,7581.82,,4781.32,,17188.28,,9848.17,,7340.13,,4825.15,,2266.35,,2558.80,,12466.32,,737.68,,2702.84,,1.23,29.93,3.56,4.35,2.87,1175.00,1158.00,1175.00,0,,810.95,413.91,397.04,70.00,35.00,35.00,0,0,0,47.00,22.00,25.00,23.00,13.00,10.00,67.14,62.86,71.43,176.62,,216.62,,136.61,,365.71,,447.65,,293.60,,209.79,,174.33,,255.88,,1.74,2.57,1.15,1661.31,,1661.31,,966.46,,552.25,,308.35,,552.25,,28.00,25.00,32.00,26.00,25.00,28.00,33.00,27.00,40.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.20,"Small",true,true
10951.14,,6439.53,,4511.63,,17501.06,,9958.80,,7542.28,,6549.92,,3519.27,,3030.65,,12318.72,,1083.62,,2702.84,,0.73,4.05,2.67,2.83,2.49,1015.00,1013.00,1015.00,622.20,,733.61,377.26,356.34,69.00,35.00,34.00,1.00,0,1.00,30.00,13.00,17.00,39.00,22.00,17.00,43.48,37.14,50.00,158.71,,183.99,,132.69,,583.38,,766.06,,443.67,,167.95,,159.97,,178.27,,3.47,4.79,2.49,1438.23,,1438.23,,924.44,,533.69,,370.74,,533.69,,60.00,68.00,51.00,70.00,93.00,52.00,52.00,54.00,50.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.2 => 2.6.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.60,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.6 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
