"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
12869.21,,7576.38,,5292.85,,18049.46,,10225.12,,7824.35,,5180.26,,2648.75,,2531.51,,12872.95,,965.05,,2702.84,,0.93,5.51,3.48,3.86,3.09,1210.00,1208.00,1210.00,0,,837.52,428.05,409.47,70.00,35.00,35.00,0,0,0,40.00,15.00,25.00,30.00,20.00,10.00,57.14,42.86,71.43,183.85,,216.47,,151.22,,451.25,,681.68,,312.97,,172.68,,132.44,,253.15,,2.61,5.15,1.24,1741.62,,1741.62,,971.94,,575.26,,296.26,,575.26,,33.00,35.00,31.00,35.00,46.00,28.00,31.00,27.00,39.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.80,"Small",true,true
3459.13,,3012.84,,446.29,,7115.02,,4390.67,,2724.33,,3655.88,,1377.84,,2278.04,,3808.37,,625.87,,2702.84,,0.47,1.36,1.95,3.19,1.20,873.00,861.00,873.00,0,,591.16,297.66,293.50,70.00,35.00,35.00,0,0,0,36.00,22.00,14.00,34.00,13.00,21.00,51.43,62.86,40.00,49.42,,86.08,,12.75,,197.64,,199.58,,194.60,,107.53,,105.99,,108.48,,1.84,1.88,1.79,1119.93,,1119.93,,321.94,,190.26,,182.61,,190.26,,17.00,13.00,20.00,16.00,14.00,19.00,17.00,11.00,21.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.75,2.00,1.80,"Small",true,true
4069.40,,3536.33,,533.08,,8484.83,,5189.49,,3295.34,,4415.42,,1653.14,,2762.27,,4653.73,,814.98,,2702.84,,0.51,1.73,1.92,3.14,1.19,840.00,828.00,840.00,0,,584.43,294.38,290.05,70.00,35.00,35.00,0,0,0,35.00,18.00,17.00,35.00,17.00,18.00,50.00,51.43,48.57,58.13,,101.04,,15.23,,242.42,,288.31,,193.84,,126.15,,97.24,,153.46,,1.92,2.97,1.26,1143.73,,1143.73,,332.30,,281.27,,191.35,,281.27,,23.00,21.00,25.00,24.00,23.00,25.00,22.00,19.00,25.00,0,0,0,"Changed ""ATR Multiplier Upper"": 1.75 => 2.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.75,2.00,1.80,"Small",true,true
12274.60,,6930.79,,5343.83,,19154.26,,10432.66,,8721.61,,6879.67,,3501.88,,3377.78,,12979.04,,1116.57,,2702.84,,0.90,4.34,2.78,2.98,2.58,1015.00,1012.00,1015.00,0,,755.53,385.10,370.43,70.00,35.00,35.00,0,0,0,31.00,14.00,17.00,39.00,21.00,18.00,44.29,40.00,48.57,175.35,,198.02,,152.68,,617.89,,745.19,,513.05,,176.40,,166.76,,187.65,,3.50,4.47,2.73,1466.47,,1466.47,,922.61,,550.02,,381.93,,550.02,,54.00,55.00,52.00,54.00,58.00,52.00,53.00,53.00,53.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.40,"Small",true,true
11820.02,,7177.82,,4642.22,,17795.62,,9719.14,,8076.49,,5975.60,,2541.32,,3434.27,,12148.23,,710.14,,2702.84,,1.04,8.04,2.98,3.82,2.35,1067.00,1065.00,1067.00,0,,749.70,381.79,367.90,70.00,35.00,35.00,0,0,0,32.00,17.00,15.00,38.00,18.00,20.00,45.71,48.57,42.86,168.86,,205.08,,132.63,,556.12,,571.72,,538.44,,157.25,,141.18,,171.71,,3.54,4.05,3.14,1432.27,,1432.27,,953.67,,402.50,,295.44,,402.50,,42.00,40.00,44.00,45.00,37.00,54.00,40.00,43.00,36.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 3.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.50,3.00,2.40,"Small",true,true
5975.58,,4864.24,,1111.33,,11196.45,,6832.66,,4363.80,,5220.90,,1968.41,,3252.47,,6348.12,,652.51,,2702.84,,0.74,2.94,2.15,3.47,1.34,903.00,890.00,903.00,0,,614.37,310.04,304.33,70.00,35.00,35.00,0,0,0,32.00,21.00,11.00,38.00,14.00,24.00,45.71,60.00,31.43,85.37,,138.98,,31.75,,349.90,,325.37,,396.72,,137.39,,140.60,,135.52,,2.55,2.31,2.93,1154.14,,1154.14,,682.57,,236.31,,222.14,,236.31,,30.00,25.00,34.00,32.00,25.00,46.00,27.00,25.00,28.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3.5 => 2.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.25,3.00,2.40,"Small",true,true
6696.39,,5868.88,,827.52,,12565.61,,7980.69,,4584.93,,5869.24,,2111.80,,3757.42,,7712.59,,744.56,,2702.84,,0.81,4.63,2.14,3.78,1.22,985.00,971.00,985.00,495.72,,658.89,336.11,322.78,69.00,35.00,34.00,1.00,0,1.00,29.00,20.00,9.00,40.00,15.00,25.00,42.03,57.14,26.47,97.05,,167.68,,24.34,,433.31,,399.04,,509.45,,146.73,,140.79,,150.30,,2.95,2.83,3.39,1296.92,,1296.92,,927.96,,396.13,,253.72,,396.13,,36.00,35.00,38.00,45.00,36.00,65.00,30.00,32.00,29.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.4 => 2.9.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.25,3.00,2.90,"Small",true,true
12189.72,,7000.27,,5189.46,,18500.13,,9959.54,,8540.61,,6310.42,,2959.26,,3351.15,,12597.30,,742.76,,2702.84,,0.96,4.10,2.93,3.37,2.55,1045.00,1043.00,1045.00,0,,744.89,379.80,365.10,70.00,35.00,35.00,0,0,0,35.00,18.00,17.00,35.00,17.00,18.00,50.00,51.43,48.57,174.14,,200.01,,148.27,,528.59,,553.32,,502.40,,180.30,,174.07,,186.18,,2.93,3.18,2.70,1473.91,,1473.91,,922.61,,555.96,,399.11,,555.96,,46.00,41.00,52.00,43.00,34.00,52.00,50.00,48.00,53.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,4.00,1.80,"Small",true,true
3338.36,,3250.67,,87.69,,7482.79,,4640.46,,2842.32,,4144.42,,1389.79,,2754.63,,4161.22,,617.73,,2702.84,,0.42,1.01,1.81,3.34,1.03,920.00,907.00,920.00,0,,607.38,305.66,301.72,70.00,35.00,35.00,0,0,0,34.00,27.00,7.00,36.00,8.00,28.00,48.57,77.14,20.00,47.69,,92.88,,2.51,,220.08,,171.87,,406.06,,115.12,,173.72,,98.38,,1.91,0.99,4.13,1094.65,,1094.65,,638.90,,272.18,,272.18,,170.45,,22.00,16.00,29.00,21.00,14.00,49.00,23.00,22.00,24.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,4.00,1.80,"Small",true,true
3774.70,,3295.79,,478.90,,8061.41,,4730.32,,3331.08,,4286.70,,1434.52,,2852.18,,4682.83,,703.96,,2702.84,,0.43,1.08,1.88,3.30,1.17,923.00,909.00,923.00,0,,610.86,303.37,307.50,69.00,34.00,35.00,0,0,0,33.00,27.00,6.00,36.00,7.00,29.00,47.83,79.41,17.14,54.71,,96.94,,13.68,,244.28,,175.20,,555.19,,119.08,,204.93,,98.35,,2.05,0.86,5.65,1118.45,,1118.45,,873.66,,346.02,,346.02,,175.02,,24.00,17.00,31.00,23.00,15.00,61.00,25.00,26.00,25.00,0,0,0,"Changed ""ATR Multiplier Lower"": 4 => 5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,5.00,1.80,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
9914.25,,5724.59,,4189.66,,14037.98,,8064.96,,5973.03,,4123.74,,2340.37,,1783.36,,10045.03,,821.61,,2702.84,,0.98,10.83,3.40,3.45,3.35,1086.00,1074.00,1086.00,0,,763.46,388.68,374.78,70.00,35.00,35.00,0,0,0,46.00,18.00,28.00,24.00,17.00,7.00,65.71,51.43,80.00,141.63,,163.56,,119.70,,305.17,,448.06,,213.32,,171.82,,137.67,,254.77,,1.78,3.26,0.84,1597.35,,1597.35,,962.80,,509.94,,269.06,,509.94,,23.00,24.00,22.00,25.00,30.00,22.00,20.00,19.00,21.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.30,"Small",true,true
2836.87,,3155.94,,-319.07,,6641.70,,4612.97,,2028.71,,3804.81,,1457.03,,2347.79,,3699.90,,542.69,,2702.84,,0.38,1.12,1.75,3.17,0.86,867.00,854.00,867.00,0,,582.37,292.67,289.70,70.00,35.00,35.00,0,0,0,27.00,21.00,6.00,43.00,14.00,29.00,38.57,60.00,17.14,40.53,,90.17,,-9.12,,245.99,,219.67,,338.13,,88.48,,104.07,,80.96,,2.78,2.11,4.18,1069.37,,1069.37,,522.75,,179.21,,179.21,,134.58,,21.00,16.00,26.00,23.00,17.00,44.00,20.00,14.00,23.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.25,2.00,3.00,"Small",true,true
7694.85,,4261.72,,3433.12,,14433.46,,7364.45,,7069.02,,6738.63,,3102.72,,3635.90,,7825.13,,1573.82,,2702.84,,0.69,2.46,2.14,2.37,1.94,975.00,973.00,975.00,0,,701.70,355.75,345.95,70.00,35.00,35.00,0,0,0,26.00,10.00,16.00,44.00,25.00,19.00,37.14,28.57,45.71,109.93,,121.76,,98.09,,555.14,,736.44,,441.82,,153.15,,124.11,,191.36,,3.63,5.93,2.31,1301.38,,1301.38,,995.69,,466.05,,329.49,,466.05,,49.00,49.00,49.00,63.00,78.00,54.00,41.00,37.00,46.00,0,0,0,"Changed ""ATR Multiplier Upper"": 1.25 => 4.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.25,2.00,3.00,"Small",true,true
12869.21,,7576.38,,5292.85,,18049.46,,10225.12,,7824.35,,5180.26,,2648.75,,2531.51,,12872.95,,965.05,,2702.84,,0.93,5.51,3.48,3.86,3.09,1210.00,1208.00,1210.00,0,,837.52,428.05,409.47,70.00,35.00,35.00,0,0,0,40.00,15.00,25.00,30.00,20.00,10.00,57.14,42.86,71.43,183.85,,216.47,,151.22,,451.25,,681.68,,312.97,,172.68,,132.44,,253.15,,2.61,5.15,1.24,1741.62,,1741.62,,971.94,,575.26,,296.26,,575.26,,33.00,35.00,31.00,35.00,46.00,28.00,31.00,27.00,39.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.80,"Small",true,true
15301.84,,9961.16,,5340.70,,21593.69,,12710.92,,8882.78,,6291.87,,2749.77,,3542.08,,15305.59,,850.82,,2702.84,,1.18,7.09,3.43,4.62,2.51,1268.00,1266.00,1268.00,0,,872.25,445.90,426.35,70.00,35.00,35.00,0,0,0,39.00,19.00,20.00,31.00,16.00,15.00,55.71,54.29,57.14,218.60,,284.60,,152.59,,553.69,,669.01,,444.15,,202.96,,171.86,,236.14,,2.73,3.89,1.88,1762.44,,1762.44,,984.73,,636.87,,345.59,,636.87,,43.00,41.00,44.00,42.00,39.00,45.00,43.00,44.00,43.00,0,0,0,"Changed ""ATR Multiplier Lower"": 2 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.80,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
9914.25,,5724.59,,4189.66,,14037.98,,8064.96,,5973.03,,4123.74,,2340.37,,1783.36,,10045.03,,821.61,,2702.84,,0.98,10.83,3.40,3.45,3.35,1086.00,1074.00,1086.00,0,,763.46,388.68,374.78,70.00,35.00,35.00,0,0,0,46.00,18.00,28.00,24.00,17.00,7.00,65.71,51.43,80.00,141.63,,163.56,,119.70,,305.17,,448.06,,213.32,,171.82,,137.67,,254.77,,1.78,3.26,0.84,1597.35,,1597.35,,962.80,,509.94,,269.06,,509.94,,23.00,24.00,22.00,25.00,30.00,22.00,20.00,19.00,21.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.30,"Small",true,true
2274.76,,2016.48,,258.28,,5281.28,,3175.22,,2106.05,,3006.51,,1158.74,,1847.77,,2720.46,,510.56,,2702.84,,0.36,1.29,1.76,2.74,1.14,852.00,841.00,852.00,0,,573.69,288.43,285.26,70.00,35.00,35.00,0,0,0,39.00,24.00,15.00,31.00,11.00,20.00,55.71,68.57,42.86,32.50,,57.61,,7.38,,135.42,,132.30,,140.40,,96.98,,105.34,,92.39,,1.40,1.26,1.52,1053.00,,1053.00,,218.57,,172.90,,172.90,,162.52,,10.00,9.00,12.00,12.00,10.00,15.00,9.00,9.00,9.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,2.00,1.30,"Small",true,true
2563.02,,2298.85,,264.16,,5972.77,,3649.18,,2323.57,,3409.74,,1350.33,,2059.41,,3300.58,,569.39,,2702.84,,0.36,0.93,1.75,2.70,1.13,858.00,845.00,858.00,0,,580.15,291.82,288.34,70.00,35.00,35.00,0,0,0,35.00,22.00,13.00,35.00,13.00,22.00,50.00,62.86,37.14,36.61,,65.68,,7.55,,170.65,,165.87,,178.74,,97.42,,103.87,,93.61,,1.75,1.60,1.91,1090.19,,1090.19,,297.43,,176.78,,176.78,,161.91,,13.00,11.00,15.00,13.00,11.00,16.00,13.00,11.00,15.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.3 => 1.7.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,2.00,1.70,"Small",true,true
10604.58,,7111.73,,3492.85,,16296.76,,9387.68,,6909.10,,5692.19,,2275.95,,3416.23,,10944.20,,653.66,,2702.84,,0.96,5.12,2.86,4.13,2.02,1102.00,1100.00,1102.00,0,,757.11,385.38,371.74,70.00,35.00,35.00,0,0,0,37.00,20.00,17.00,33.00,15.00,18.00,52.86,57.14,48.57,151.49,,203.19,,99.80,,440.46,,469.39,,406.43,,172.49,,151.73,,189.79,,2.55,3.09,2.14,1481.35,,1481.35,,942.71,,414.51,,281.54,,414.51,,36.00,36.00,37.00,38.00,34.00,42.00,35.00,39.00,31.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 3.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,1.80,"Small",true,true
3295.90,,3038.72,,257.18,,5975.86,,3750.28,,2225.57,,2679.95,,711.57,,1968.39,,3716.42,,522.44,,2702.84,,0.49,1.55,2.23,5.27,1.13,932.00,920.00,932.00,0,,606.61,305.30,301.31,70.00,35.00,35.00,0,0,0,37.00,30.00,7.00,33.00,5.00,28.00,52.86,85.71,20.00,47.08,,86.82,,7.35,,161.51,,125.01,,317.95,,81.21,,142.31,,70.30,,1.99,0.88,4.52,1097.62,,1097.62,,476.84,,203.40,,203.40,,112.66,,15.00,10.00,21.00,16.00,10.00,39.00,15.00,8.00,16.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3.75 => 1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,3.00,1.80,"Small",true,true
1491.60,,914.67,,576.93,,3507.82,,1442.98,,2064.84,,2016.23,,528.33,,1487.91,,1696.63,,397.25,,2702.84,,0.48,0.95,1.74,2.73,1.39,849.00,841.00,849.00,0,,556.17,279.22,276.96,70.00,35.00,35.00,0,0,0,42.00,30.00,12.00,28.00,5.00,23.00,60.00,85.71,34.29,21.31,,26.13,,16.48,,83.52,,48.10,,172.07,,72.01,,105.66,,64.69,,1.16,0.46,2.66,251.25,,108.24,,251.25,,176.64,,176.64,,107.13,,8.00,7.00,10.00,9.00,7.00,14.00,8.00,7.00,8.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,3.00,1.10,"Small",true,true
1154.99,,807.64,,347.36,,3470.47,,1441.64,,2028.84,,2315.49,,634.02,,1681.48,,1356.09,,484.33,,2702.84,,0.26,0.51,1.50,2.27,1.21,868.00,859.00,868.00,0,,555.99,278.97,277.02,70.00,35.00,35.00,0,0,0,39.00,30.00,9.00,31.00,5.00,26.00,55.71,85.71,25.71,16.50,,23.08,,9.92,,88.99,,48.05,,225.43,,74.69,,126.80,,64.67,,1.19,0.38,3.49,329.67,,109.92,,329.67,,227.87,,227.87,,107.75,,12.00,7.00,17.00,10.00,7.00,22.00,14.00,9.00,15.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,4.00,1.10,"Small",true,true
3576.42,,2959.84,,616.58,,7275.50,,4474.06,,2801.42,,3699.07,,1514.22,,2184.85,,4517.66,,631.07,,2702.84,,0.43,1.18,1.97,2.96,1.28,980.00,965.00,980.00,0,,637.87,321.35,316.53,70.00,35.00,35.00,0,0,0,30.00,25.00,5.00,40.00,10.00,30.00,42.86,71.43,14.29,51.09,,84.57,,17.62,,242.52,,178.96,,560.29,,92.48,,151.42,,72.83,,2.62,1.18,7.69,1176.45,,1176.45,,610.87,,288.40,,288.40,,120.86,,22.00,15.00,29.00,25.00,14.00,83.00,20.00,18.00,20.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.1 => 2.6.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,4.00,2.60,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
8033.67,,5813.48,,2220.19,,14892.33,,9049.41,,5842.94,,6858.69,,3235.93,,3622.75,,10212.09,,1732.31,,2702.84,,0.68,2.93,2.17,2.80,1.61,992.00,990.00,992.00,535.50,,703.79,360.58,343.21,69.00,35.00,34.00,1.00,0,1.00,27.00,14.00,13.00,42.00,21.00,21.00,39.13,40.00,38.24,116.43,,166.10,,65.30,,551.58,,646.40,,449.47,,163.30,,154.09,,172.51,,3.38,4.20,2.61,1389.13,,1389.13,,1014.10,,455.02,,433.52,,455.02,,71.00,86.00,55.00,104.00,135.00,70.00,50.00,54.00,46.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.3 => 2.9.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.90,"Small",true,true
5077.43,,4801.49,,275.94,,9568.24,,6400.02,,3168.22,,4490.81,,1598.53,,2892.28,,5806.22,,664.62,,2702.84,,0.56,1.35,2.13,4.00,1.10,917.00,903.00,917.00,0,,620.14,312.64,307.49,70.00,35.00,35.00,0,0,0,30.00,24.00,6.00,40.00,11.00,29.00,42.86,68.57,17.14,72.53,,137.19,,7.88,,318.95,,266.67,,528.05,,112.27,,145.32,,99.73,,2.84,1.84,5.29,1131.83,,1131.83,,804.62,,218.92,,218.92,,169.23,,26.00,21.00,31.00,27.00,20.00,57.00,25.00,24.00,25.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,3.00,2.90,"Small",true,true
8033.67,,5813.48,,2220.19,,14892.33,,9049.41,,5842.94,,6858.69,,3235.93,,3622.75,,10212.09,,1732.31,,2702.84,,0.68,2.93,2.17,2.80,1.61,992.00,990.00,992.00,535.50,,703.79,360.58,343.21,69.00,35.00,34.00,1.00,0,1.00,27.00,14.00,13.00,42.00,21.00,21.00,39.13,40.00,38.24,116.43,,166.10,,65.30,,551.58,,646.40,,449.47,,163.30,,154.09,,172.51,,3.38,4.20,2.61,1389.13,,1389.13,,1014.10,,455.02,,433.52,,455.02,,71.00,86.00,55.00,104.00,135.00,70.00,50.00,54.00,46.00,0,0,0,"Changed ""ATR Multiplier Upper"": 1.5 => 4.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.90,"Small",true,true
