"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__13. M.Bias:","__L","__S","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
718.59,28.74,963.72,38.55,-245.13,-9.81,2120.15,84.81,1833.96,73.36,286.18,11.45,1401.55,56.06,870.24,34.81,531.31,21.25,1013.03,29.95,693.53,23.42,9397.49,375.90,0.52,0.95,1.51,2.11,0.54,111.00,111.00,51.00,0,0,139.62,98.16,41.45,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,21.14,0.84,40.16,1.54,-24.51,-0.85,151.44,5.60,152.83,5.66,143.09,5.23,70.08,2.49,72.52,2.57,66.41,2.37,2.16,2.11,2.15,211.12,8.16,211.12,8.16,176.75,6.39,186.56,6.30,186.56,6.30,138.00,5.04,60.00,53.00,75.00,88.00,70.00,194.00,40.00,37.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.8.",120.00,"Body",1.80,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1137.65,45.51,1373.40,54.94,-235.75,-9.43,3470.73,138.83,2860.26,114.41,610.48,24.42,2333.09,93.32,1486.85,59.47,846.23,33.85,1270.18,34.92,652.51,18.96,8620.81,344.83,1.75,"N/A",1.49,1.92,0.72,108.00,108.00,103.00,0,0,233.94,153.82,80.11,54.00,36.00,18.00,0,0,0,21.00,16.00,5.00,33.00,20.00,13.00,38.89,44.44,27.78,21.07,0.81,38.15,1.43,-13.10,-0.42,165.27,5.80,178.77,6.35,122.10,4.05,70.70,2.37,74.34,2.51,65.09,2.14,2.34,2.40,1.88,405.67,17.12,405.67,17.12,175.34,5.64,370.84,10.78,370.84,10.78,163.66,5.10,45.00,46.00,42.00,72.00,77.00,55.00,28.00,22.00,37.00,0,0,0,"Changed ""Length"": 120 => 56.",56.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1829.30,73.17,1810.89,72.44,18.42,0.74,3576.63,143.07,2847.43,113.90,729.20,29.17,1747.33,69.89,1036.55,41.46,710.78,28.43,1831.18,42.30,482.91,13.59,9512.14,380.49,1.77,"N/A",2.05,2.75,1.03,118.00,116.00,118.00,0,0,206.20,137.23,68.98,42.00,28.00,14.00,0,0,0,19.00,15.00,4.00,23.00,13.00,10.00,45.24,53.57,28.57,43.55,1.41,64.67,2.06,1.32,0.13,188.24,5.85,189.83,5.91,182.30,5.60,75.97,2.25,79.73,2.40,71.08,2.06,2.48,2.38,2.57,312.45,10.64,312.45,10.64,242.81,6.97,176.73,5.87,174.26,5.87,176.73,5.04,51.00,37.00,79.00,76.00,48.00,179.00,30.00,24.00,38.00,0,0,0,"Changed ""Length"": 120 => 77.",77.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1258.17,50.33,1464.48,58.58,-206.32,-8.25,2970.54,118.82,2488.33,99.53,482.21,19.29,1712.37,68.49,1023.85,40.95,688.53,27.54,1260.04,33.53,655.10,19.07,9513.93,380.56,1.57,"N/A",1.74,2.43,0.70,116.00,116.00,112.00,0,0,196.97,135.83,61.15,42.00,29.00,13.00,0,0,0,17.00,14.00,3.00,25.00,15.00,10.00,40.48,48.28,23.08,29.96,1.07,50.50,1.69,-15.87,-0.33,174.74,5.77,177.74,5.81,160.74,5.59,68.49,2.13,68.26,2.15,68.85,2.11,2.55,2.60,2.34,305.94,9.78,305.94,9.78,210.78,6.97,177.03,5.87,177.03,5.87,173.04,5.04,58.00,47.00,83.00,94.00,65.00,232.00,33.00,30.00,38.00,0,0,0,"Changed ""Length"": 120 => 84.",84.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1688.80,67.55,1823.55,72.94,-134.75,-5.39,3218.15,128.73,2703.98,108.16,514.16,20.57,1529.35,61.17,880.43,35.22,648.92,25.96,1690.67,40.36,670.06,17.36,9514.38,380.58,1.81,"N/A",2.10,3.07,0.79,116.00,116.00,112.00,0,0,183.52,129.20,54.32,38.00,27.00,11.00,0,0,0,17.00,14.00,3.00,21.00,13.00,8.00,44.74,51.85,27.27,44.44,1.47,67.54,2.15,-12.25,-0.20,189.30,6.01,193.14,6.10,171.39,5.59,72.83,2.21,67.73,2.12,81.11,2.37,2.60,2.85,2.11,299.72,9.78,299.72,9.78,232.43,6.97,175.02,5.87,175.02,5.87,169.53,5.04,64.00,51.00,96.00,99.00,71.00,232.00,35.00,30.00,45.00,0,0,0,"Changed ""Length"": 120 => 98.",98.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
399.97,16.00,729.94,29.20,-329.97,-13.20,1527.50,61.10,1304.11,52.16,223.39,8.94,1127.53,45.10,574.17,22.97,553.36,22.13,811.78,25.77,422.25,15.54,9392.51,375.70,0.37,1.04,1.36,2.27,0.40,111.00,111.00,47.00,0,0,120.39,79.46,40.93,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,13.33,0.56,36.50,1.41,-33.00,-1.15,89.85,3.42,93.15,3.54,74.46,2.86,86.73,3.18,95.69,3.55,79.05,2.86,1.04,0.97,0.94,140.42,5.16,140.42,5.16,110.21,4.03,171.24,6.30,171.24,6.30,129.26,5.04,36.00,35.00,38.00,35.00,34.00,37.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.15.",120.00,"Body",1.15,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
651.32,26.05,902.56,36.10,-251.25,-10.05,2039.06,81.56,1765.07,70.60,273.99,10.96,1387.74,55.51,862.51,34.50,525.23,21.01,978.39,29.38,691.18,23.50,9393.28,375.73,0.49,0.86,1.47,2.05,0.52,111.00,111.00,51.00,0,0,138.19,97.22,40.96,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,19.16,0.77,37.61,1.46,-25.12,-0.88,145.65,5.44,147.09,5.50,136.99,5.08,69.39,2.49,71.88,2.57,65.65,2.37,2.10,2.05,2.09,202.36,7.93,202.36,7.93,168.85,6.21,185.34,6.30,185.34,6.30,137.10,5.04,59.00,53.00,75.00,86.00,69.00,193.00,40.00,37.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.75.",120.00,"Body",1.75,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
569.65,22.79,808.65,32.35,-239.00,-9.56,4789.96,191.60,3770.78,150.83,1019.18,40.77,4220.30,168.81,2962.13,118.49,1258.18,50.33,1593.83,40.23,971.08,26.45,9348.71,373.95,0.48,2.46,1.14,1.27,0.81,110.00,108.00,110.00,0,0,425.76,308.23,117.52,94.00,68.00,26.00,0,0,0,29.00,22.00,7.00,65.00,46.00,19.00,30.85,32.35,26.92,6.06,0.30,11.89,0.51,-9.19,-0.25,165.17,5.58,171.40,5.84,145.60,4.79,64.93,2.05,64.39,2.03,66.22,2.11,2.54,2.66,2.20,419.92,17.12,419.92,17.12,228.81,7.24,370.29,10.78,370.29,10.78,189.86,5.45,36.00,38.00,31.00,64.00,71.00,45.00,23.00,22.00,26.00,0,0,0,"Changed ""Length"": 120 => 35.",35.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
48.62,1.94,386.07,15.44,-337.45,-13.50,1416.30,56.65,1252.77,50.11,163.53,6.54,1367.68,54.71,866.70,34.67,500.98,20.04,676.94,21.32,757.70,25.06,9391.62,375.66,0.07,0.10,1.04,1.45,0.33,111.00,111.00,52.00,0,0,119.73,84.66,35.07,31.00,22.00,9.00,0,0,0,9.00,8.00,1.00,22.00,14.00,8.00,29.03,36.36,11.11,1.57,0.15,17.55,0.76,-37.49,-1.34,157.37,6.25,156.60,6.16,163.53,6.97,62.17,2.34,61.91,2.32,62.62,2.37,2.53,2.53,2.61,223.27,7.97,223.27,7.97,163.53,6.97,190.49,6.30,190.49,6.30,140.91,5.04,55.00,45.00,81.00,100.00,67.00,366.00,37.00,32.00,45.00,0,0,0,"Changed ""Length"": 120 => 147.",147.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-229.24,-9.17,5.28,0.21,-234.52,-9.38,4671.87,186.87,3594.69,143.79,1077.17,43.09,4901.10,196.04,3589.41,143.58,1311.69,52.47,1328.41,37.78,1203.47,37.47,8429.72,337.19,-0.14,-0.17,0.95,1.00,0.82,105.00,105.00,105.00,0,0,459.13,337.92,121.21,124.00,91.00,33.00,0,0,0,37.00,27.00,10.00,87.00,64.00,23.00,29.84,29.67,30.30,-1.85,0,0.06,0.07,-7.11,-0.20,126.27,5.18,133.14,5.45,107.72,4.44,56.33,2.20,56.08,2.19,57.03,2.22,2.24,2.37,1.89,387.34,17.12,387.34,17.12,265.52,10.27,285.95,10.78,285.95,10.78,213.08,7.04,41.00,38.00,51.00,59.00,69.00,34.00,34.00,25.00,58.00,0,0,0,"Changed ""Length"": 120 => 21.",21.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
638.10,25.52,844.26,33.77,-206.16,-8.25,2269.81,90.79,1936.30,77.45,333.51,13.34,1631.71,65.27,1092.03,43.68,539.67,21.59,956.00,27.73,717.77,22.87,9382.78,375.31,0.50,0.94,1.39,1.77,0.62,111.00,111.00,54.00,0,0,146.14,104.22,41.92,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,18.23,0.77,33.77,1.32,-20.62,-0.63,189.15,6.98,193.63,7.11,166.76,6.36,70.94,2.48,72.80,2.53,67.46,2.37,2.67,2.66,2.47,257.28,9.89,257.28,9.89,202.59,7.75,195.86,6.30,195.86,6.30,144.88,5.04,63.00,57.00,78.00,103.00,81.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.175.",120.00,"Body",2.17,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
327.01,13.08,661.38,26.46,-334.37,-13.37,1440.42,57.62,1230.53,49.22,209.89,8.40,1113.41,44.54,569.15,22.77,544.26,21.77,765.42,24.78,425.84,15.77,9379.57,375.18,0.32,0.81,1.29,2.16,0.39,111.00,111.00,47.00,0,0,118.83,78.55,40.28,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,10.90,0.47,33.07,1.30,-33.44,-1.19,84.73,3.27,87.90,3.38,69.96,2.73,85.65,3.18,94.86,3.55,77.75,2.86,0.99,0.93,0.90,131.77,4.93,131.77,4.93,103.06,3.85,170.10,6.30,170.10,6.30,126.55,5.04,36.00,35.00,38.00,35.00,34.00,37.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.1.",120.00,"Body",1.10,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1258.17,50.33,1464.48,58.58,-206.32,-8.25,2970.54,118.82,2488.33,99.53,482.21,19.29,1712.37,68.49,1023.85,40.95,688.53,27.54,1260.04,33.53,655.10,19.07,9496.17,379.85,1.57,"N/A",1.74,2.43,0.70,116.00,116.00,112.00,0,0,196.97,135.83,61.15,42.00,29.00,13.00,0,0,0,17.00,14.00,3.00,25.00,15.00,10.00,40.48,48.28,23.08,29.96,1.07,50.50,1.69,-15.87,-0.33,174.74,5.77,177.74,5.81,160.74,5.59,68.49,2.13,68.26,2.15,68.85,2.11,2.55,2.60,2.34,305.94,9.78,305.94,9.78,210.78,6.97,177.03,5.87,177.03,5.87,173.04,5.04,58.00,47.00,83.00,94.00,65.00,232.00,33.00,30.00,38.00,0,0,0,"Changed ""Length"": 120 => 84.",84.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1014.01,40.56,1229.83,49.19,-215.82,-8.63,2519.20,100.77,2205.63,88.23,313.57,12.54,1505.19,60.21,975.80,39.03,529.39,21.18,1188.23,33.81,684.95,23.54,9385.87,375.43,0.63,1.34,1.67,2.26,0.59,111.00,111.00,50.00,0,0,156.28,114.96,41.32,38.00,28.00,10.00,0,0,0,15.00,13.00,2.00,23.00,15.00,8.00,39.47,46.43,20.00,26.68,1.00,43.92,1.63,-21.58,-0.76,167.95,6.14,169.66,6.20,156.78,5.71,65.44,2.35,65.05,2.34,66.17,2.37,2.57,2.61,2.37,230.54,8.90,230.54,8.90,194.99,6.97,183.36,6.30,183.36,6.30,135.64,5.04,58.00,51.00,77.00,91.00,74.00,205.00,36.00,32.00,45.00,0,0,0,"Changed ""Length"": 120 => 112.",112.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1782.58,71.30,1818.57,72.74,-35.98,-1.44,3976.31,159.05,3360.88,134.44,615.42,24.62,2193.72,87.75,1542.32,61.69,651.41,26.06,1819.11,42.36,775.67,18.60,9622.55,384.90,1.62,"N/A",1.81,2.18,0.95,113.00,113.00,108.00,0,0,228.10,154.08,74.02,45.00,31.00,14.00,0,0,0,19.00,16.00,3.00,26.00,15.00,11.00,42.22,51.61,21.43,39.61,1.33,58.66,1.97,-2.57,-0.07,209.28,6.42,210.06,6.56,205.14,5.69,84.37,2.38,102.82,2.92,59.22,1.64,2.48,2.04,3.46,424.13,17.12,424.13,17.12,245.05,6.97,449.50,10.78,449.50,10.78,185.50,5.04,53.00,53.00,53.00,91.00,81.00,143.00,26.00,24.00,28.00,0,0,0,"Changed ""Length"": 120 => 63.",63.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
397.91,15.92,868.21,34.73,-470.30,-18.81,3295.47,131.82,2790.96,111.64,504.50,20.18,2897.55,115.90,1922.75,76.91,974.80,38.99,1027.79,30.27,881.83,28.43,8617.82,344.71,0.38,0.65,1.14,1.45,0.52,108.00,108.00,103.00,0,0,271.21,193.58,77.63,70.00,50.00,20.00,0,0,0,23.00,18.00,5.00,47.00,32.00,15.00,32.86,36.00,25.00,5.68,0.31,17.36,0.75,-23.51,-0.79,143.28,5.65,155.05,6.10,100.90,4.05,61.65,2.30,60.09,2.26,64.99,2.41,2.32,2.58,1.55,405.67,17.12,405.67,17.12,143.94,5.64,304.44,10.78,304.44,10.78,149.59,5.45,40.00,39.00,43.00,71.00,76.00,55.00,25.00,19.00,39.00,0,0,0,"Changed ""Length"": 120 => 49.",49.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
538.29,21.53,637.62,25.50,-99.33,-3.97,1535.01,61.40,1213.92,48.56,321.09,12.84,996.72,39.87,576.30,23.05,420.42,16.82,874.68,27.42,427.60,15.89,9393.50,375.74,0.38,1.31,1.54,2.11,0.76,111.00,111.00,46.00,0,0,111.96,79.58,32.37,28.00,20.00,8.00,0,0,0,18.00,14.00,4.00,10.00,6.00,4.00,64.29,70.00,50.00,19.22,0.76,31.88,1.25,-12.42,-0.45,85.28,3.22,86.71,3.30,80.27,2.92,99.67,3.66,96.05,3.55,105.10,3.82,0.86,0.90,0.76,127.54,4.81,127.54,4.81,109.04,3.76,169.53,6.30,169.53,6.30,136.31,5.04,36.00,35.00,41.00,33.00,34.00,30.00,43.00,37.00,51.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.075.",120.00,"Body",1.08,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
