"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Take profit1","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-364.73,-3.65,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
14.15,0.14,-34.61,-0.35,48.76,0.49,235.35,2.35,99.82,1.00,135.53,1.36,221.20,2.21,134.43,1.34,86.77,0.87,61.74,0.62,56.44,0.56,-367.72,-3.68,-0.33,-0.35,1.06,0.74,1.56,0,0,0,0,0,74.86,35.97,38.89,50.00,24.00,26.00,0,0,0,27.00,10.00,17.00,23.00,14.00,9.00,54.00,41.67,65.38,0.28,0.03,-1.44,-0.14,1.88,0.19,8.72,0.87,9.98,1.00,7.97,0.80,9.62,0.96,9.60,0.96,9.64,0.96,0.91,1.04,0.83,27.46,2.75,27.46,2.75,17.92,1.79,17.68,1.77,17.68,1.77,13.28,1.33,50.00,38.00,61.00,60.00,42.00,70.00,39.00,35.00,45.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.1.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
8.53,0.09,24.30,0.24,-15.77,-0.16,182.66,1.83,101.30,1.01,81.36,0.81,174.13,1.74,77.00,0.77,97.14,0.97,76.88,0.77,70.01,0.70,-366.39,-3.66,-0.55,-0.48,1.05,1.32,0.84,0,0,0,0,0,79.34,37.46,41.88,53.00,25.00,28.00,0,0,0,27.00,14.00,13.00,26.00,11.00,15.00,50.94,56.00,46.43,0.16,0.02,0.97,0.10,-0.56,-0.06,6.77,0.68,7.24,0.73,6.26,0.63,6.70,0.67,7.00,0.70,6.48,0.65,1.01,1.03,0.97,27.36,2.75,27.36,2.75,12.24,1.22,10.66,1.06,9.89,0.99,10.66,1.06,31.00,26.00,35.00,37.00,31.00,42.00,25.00,19.00,28.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-38.22,-0.38,-53.06,-0.53,14.84,0.15,219.52,2.20,73.03,0.73,146.48,1.46,257.73,2.58,126.09,1.26,131.64,1.32,57.94,0.58,78.41,0.78,-366.55,-3.67,-1.41,-0.82,0.85,0.58,1.11,0,0,0,0,0,50.82,22.42,28.40,34.00,15.00,19.00,0,0,0,11.00,4.00,7.00,23.00,11.00,12.00,32.35,26.67,36.84,-1.12,-0.11,-3.54,-0.35,0.78,0.08,19.96,2.00,18.26,1.83,20.93,2.10,11.21,1.12,11.46,1.15,10.97,1.10,1.78,1.59,1.91,39.04,3.91,21.75,2.18,39.04,3.91,17.86,1.78,17.64,1.77,17.86,1.78,136.00,68.00,189.00,212.00,86.00,283.00,100.00,62.00,135.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
2.85,0.03,-46.36,-0.46,49.21,0.49,237.72,2.38,100.61,1.01,137.11,1.37,234.87,2.35,146.97,1.47,87.90,0.88,57.87,0.58,56.61,0.57,-365.18,-3.65,-0.40,-0.41,1.01,0.69,1.56,0,0,0,0,0,73.33,35.95,37.38,49.00,24.00,25.00,0,0,0,27.00,10.00,17.00,22.00,14.00,8.00,55.10,41.67,68.00,0.06,0.01,-1.93,-0.19,1.97,0.20,8.80,0.88,10.06,1.01,8.07,0.81,10.68,1.07,10.50,1.05,10.99,1.10,0.83,0.96,0.73,27.45,2.75,27.45,2.75,18.11,1.81,19.46,1.95,19.46,1.95,14.57,1.46,52.00,38.00,65.00,60.00,42.00,70.00,42.00,35.00,54.00,0,0,0,"Changed "" Multiplier"": 4.5 => 5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-21.80,-0.22,-44.77,-0.45,22.97,0.23,228.36,2.28,86.92,0.87,141.44,1.41,250.16,2.50,131.70,1.32,118.46,1.18,42.67,0.43,75.73,0.76,-376.46,-3.76,-1.09,-0.74,0.91,0.66,1.19,0,0,0,0,0,61.37,28.45,32.92,41.00,19.00,22.00,0,0,0,20.00,8.00,12.00,21.00,11.00,10.00,48.78,42.11,54.55,-0.53,-0.05,-2.36,-0.23,1.04,0.10,11.42,1.14,10.87,1.09,11.79,1.18,11.91,1.19,11.97,1.20,11.85,1.19,0.96,0.91,1.00,24.01,2.40,18.32,1.84,24.01,2.40,19.45,1.95,19.45,1.95,15.84,1.59,85.00,44.00,120.00,93.00,50.00,122.00,77.00,40.00,117.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.50,-0.48,-40.19,-0.40,-7.31,-0.07,180.88,1.81,88.45,0.88,92.42,0.92,228.38,2.28,128.65,1.29,99.74,1.00,39.58,0.40,90.45,0.90,-376.17,-3.76,-0.80,-0.63,0.79,0.69,0.93,0,0,0,0,0,77.71,38.86,38.85,52.00,26.00,26.00,0,0,0,24.00,11.00,13.00,28.00,15.00,13.00,46.15,42.31,50.00,-0.91,-0.09,-1.55,-0.15,-0.28,-0.03,7.54,0.76,8.04,0.81,7.11,0.71,8.16,0.82,8.58,0.86,7.67,0.77,0.92,0.94,0.93,27.38,2.75,27.38,2.75,14.20,1.42,15.80,1.59,15.80,1.59,11.90,1.20,38.00,29.00,46.00,47.00,39.00,53.00,30.00,22.00,38.00,0,0,0,"Changed "" Multiplier"": 5 => 4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
8.53,0.09,24.30,0.24,-15.77,-0.16,182.66,1.83,101.30,1.01,81.36,0.81,174.13,1.74,77.00,0.77,97.14,0.97,76.88,0.77,70.01,0.70,-377.05,-3.77,-0.55,-0.48,1.05,1.32,0.84,0,0,0,0,0,79.34,37.46,41.88,53.00,25.00,28.00,0,0,0,27.00,14.00,13.00,26.00,11.00,15.00,50.94,56.00,46.43,0.16,0.02,0.97,0.10,-0.56,-0.06,6.77,0.68,7.24,0.73,6.26,0.63,6.70,0.67,7.00,0.70,6.48,0.65,1.01,1.03,0.97,27.36,2.75,27.36,2.75,12.24,1.22,10.66,1.06,9.89,0.99,10.66,1.06,31.00,26.00,35.00,37.00,31.00,42.00,25.00,19.00,28.00,0,0,0,"Changed "" Multiplier"": 5 => 3.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.89,-0.48,-32.44,-0.32,-15.45,-0.15,206.02,2.06,85.55,0.86,120.47,1.20,253.91,2.54,117.99,1.18,135.92,1.36,65.08,0.65,78.86,0.79,-377.50,-3.78,-0.69,-0.62,0.81,0.73,0.89,0,0,0,0,0,41.84,19.42,22.42,28.00,13.00,15.00,0,0,0,8.00,4.00,4.00,20.00,9.00,11.00,28.57,30.77,26.67,-1.71,-0.17,-2.50,-0.25,-1.03,-0.10,25.75,2.59,21.39,2.15,30.12,3.02,12.70,1.27,13.11,1.31,12.36,1.24,2.03,1.63,2.44,45.37,4.56,25.42,2.55,45.37,4.56,19.62,1.97,19.40,1.95,19.62,1.97,192.00,73.00,294.00,394.00,94.00,694.00,111.00,64.00,149.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-16.86,-0.17,-26.15,-0.26,9.29,0.09,202.25,2.02,79.15,0.79,123.10,1.23,219.11,2.19,105.30,1.05,113.82,1.14,76.14,0.76,78.95,0.79,-372.72,-3.73,-0.41,-0.43,0.92,0.75,1.08,0,0,0,0,0,34.39,16.45,17.94,23.00,11.00,12.00,0,0,0,6.00,3.00,3.00,17.00,8.00,9.00,26.09,27.27,25.00,-0.73,-0.07,-2.38,-0.24,0.77,0.08,33.71,3.38,26.38,2.65,41.03,4.12,12.89,1.29,13.16,1.32,12.65,1.27,2.62,2.00,3.25,55.14,5.54,31.07,3.12,55.14,5.54,19.62,1.97,19.42,1.95,19.62,1.97,276.00,103.00,434.00,716.00,209.00,1223.00,120.00,63.00,171.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.9.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-30.15,-0.30,-39.01,-0.39,8.86,0.09,227.03,2.27,86.61,0.87,140.42,1.40,257.18,2.57,125.62,1.26,131.56,1.32,54.32,0.54,67.10,0.67,-372.01,-3.72,-0.81,-0.66,0.88,0.69,1.07,0,0,0,0,0,49.38,22.45,26.93,33.00,15.00,18.00,0,0,0,13.00,5.00,8.00,20.00,10.00,10.00,39.39,33.33,44.44,-0.91,-0.09,-2.60,-0.26,0.49,0.05,17.46,1.75,17.32,1.74,17.55,1.76,12.86,1.29,12.56,1.26,13.16,1.32,1.36,1.38,1.33,35.69,3.58,19.95,2.00,35.69,3.58,19.67,1.97,19.48,1.95,19.67,1.97,137.00,64.00,199.00,181.00,69.00,251.00,109.00,61.00,157.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.9.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-21.80,-0.22,-44.77,-0.45,22.97,0.23,228.36,2.28,86.92,0.87,141.44,1.41,250.16,2.50,131.70,1.32,118.46,1.18,42.67,0.43,75.73,0.76,-375.72,-3.76,-1.09,-0.74,0.91,0.66,1.19,0,0,0,0,0,61.37,28.45,32.92,41.00,19.00,22.00,0,0,0,20.00,8.00,12.00,21.00,11.00,10.00,48.78,42.11,54.55,-0.53,-0.05,-2.36,-0.23,1.04,0.10,11.42,1.14,10.87,1.09,11.79,1.18,11.91,1.19,11.97,1.20,11.85,1.19,0.96,0.91,1.00,24.01,2.40,18.32,1.84,24.01,2.40,19.45,1.95,19.45,1.95,15.84,1.59,85.00,44.00,120.00,93.00,50.00,122.00,77.00,40.00,117.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-8.31,-0.08,-42.42,-0.42,34.11,0.34,212.67,2.13,91.88,0.92,120.79,1.21,220.98,2.21,134.30,1.34,86.68,0.87,52.88,0.53,59.43,0.59,-379.26,-3.79,-0.48,-0.47,0.96,0.68,1.39,0,0,0,0,0,74.79,35.93,38.86,50.00,24.00,26.00,0,0,0,27.00,10.00,17.00,23.00,14.00,9.00,54.00,41.67,65.38,-0.17,-0.02,-1.77,-0.18,1.31,0.13,7.88,0.79,9.19,0.92,7.11,0.71,9.61,0.96,9.59,0.96,9.63,0.96,0.82,0.96,0.74,27.43,2.75,27.43,2.75,16.15,1.62,17.66,1.77,17.66,1.77,13.25,1.33,48.00,37.00,57.00,55.00,41.00,63.00,39.00,35.00,45.00,0,0,0,"Changed "" Multiplier"": 5 => 4.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-64.40,-0.64,-61.11,-0.61,-3.30,-0.03,199.66,2.00,71.60,0.72,128.06,1.28,264.06,2.64,132.70,1.33,131.36,1.31,47.61,0.48,95.52,0.95,-377.34,-3.77,-1.16,-0.76,0.76,0.54,0.98,0,0,0,0,0,52.29,23.89,28.40,35.00,16.00,19.00,0,0,0,14.00,5.00,9.00,21.00,11.00,10.00,40.00,31.25,47.37,-1.84,-0.18,-3.82,-0.38,-0.17,-0.02,14.26,1.43,14.32,1.44,14.23,1.43,12.57,1.26,12.06,1.21,13.14,1.32,1.13,1.19,1.08,29.81,2.99,16.55,1.66,29.81,2.99,19.67,1.97,19.43,1.95,19.67,1.97,129.00,62.00,186.00,164.00,66.00,218.00,106.00,60.00,157.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.6.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-55.67,-0.56,-36.19,-0.36,-19.48,-0.19,119.29,1.19,67.93,0.68,51.36,0.51,174.96,1.75,104.13,1.04,70.84,0.71,39.51,0.40,76.97,0.77,-378.06,-3.78,-2.08,-0.90,0.68,0.65,0.73,0,0,0,0,0,89.64,47.82,41.82,60.00,32.00,28.00,0,0,0,27.00,12.00,15.00,33.00,20.00,13.00,45.00,37.50,53.57,-0.93,-0.09,-1.13,-0.11,-0.70,-0.07,4.42,0.44,5.66,0.57,3.42,0.34,5.30,0.53,5.21,0.52,5.45,0.55,0.83,1.09,0.63,27.33,2.75,27.33,2.75,7.58,0.76,11.31,1.13,7.49,0.75,11.31,1.13,15.00,14.00,16.00,11.00,12.00,10.00,18.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 5 => 2.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-19.47,-0.19,-52.36,-0.52,32.89,0.33,219.20,2.19,79.38,0.79,139.81,1.40,238.67,2.39,131.74,1.32,106.92,1.07,55.97,0.56,72.81,0.73,-377.08,-3.77,-0.76,-0.64,0.92,0.60,1.31,0,0,0,0,0,61.38,28.46,32.92,41.00,19.00,22.00,0,0,0,21.00,8.00,13.00,20.00,11.00,9.00,51.22,42.11,59.09,-0.47,-0.05,-2.76,-0.27,1.50,0.15,10.44,1.04,9.92,0.99,10.75,1.08,11.93,1.19,11.98,1.20,11.88,1.19,0.88,0.83,0.91,22.04,2.20,16.80,1.69,22.04,2.20,19.47,1.95,19.47,1.95,15.85,1.59,84.00,44.00,118.00,90.00,49.00,115.00,77.00,40.00,123.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.2.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.89,-0.48,-32.44,-0.32,-15.45,-0.15,206.02,2.06,85.55,0.86,120.47,1.20,253.91,2.54,117.99,1.18,135.92,1.36,65.08,0.65,78.86,0.79,-377.11,-3.77,-0.69,-0.62,0.81,0.73,0.89,0,0,0,0,0,41.84,19.42,22.42,28.00,13.00,15.00,0,0,0,8.00,4.00,4.00,20.00,9.00,11.00,28.57,30.77,26.67,-1.71,-0.17,-2.50,-0.25,-1.03,-0.10,25.75,2.59,21.39,2.15,30.12,3.02,12.70,1.27,13.11,1.31,12.36,1.24,2.03,1.63,2.44,45.37,4.56,25.42,2.55,45.37,4.56,19.62,1.97,19.40,1.95,19.62,1.97,192.00,73.00,294.00,394.00,94.00,694.00,111.00,64.00,149.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
