"Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Max Run-up","Max Run-up %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__-> Dst","__1. ADX","__10. MA","__11. EMA Difference","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__6. High/Low Filter","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__:","__ATR Length","__Add ％","__Bars","__Breakeven on TP","__Candle Coloring","__Daily Trades  ","__Dashboard Size","__DrawDown ％","__End To       ","__Factor Range","__Fixed RR","__Fri","__From Cluster","__Historical Bars Calculation","__InDay Loss ％ ","__Length","__Location","__Lookback","__Loss Streak   ","__Maximum Iteration Steps","__Mon","__Monthly Performance","__Performance Memory","__Performance Summary","__Row Loss InDay","__Sat","__Select Session Days","__Session End ","__Session Start","__Show Dashboard","__Show Signals","__Size","__Srart From ","__Step","__Stop Loss","__Stop Loss Type","__Sun","__Take Profit LV 1","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Take Profit Type","__Thu","__Timezones: Src","__Tue","__Use Net Profit","__Wed","__Weekly Trades","__Win Streak   ","__ ATR Period  ","__ CoolDown # Bars","__ HH / LL   ","__ Len","__ Long Deals    ","__ MA Stop","__ Multiplier","__ Profit ＄    ","__ Profit ％    ","__ R:R    1:","__ ReEntry Deal  ","__ ReOpen Deal","__ Reverse Deals","__ SL 0 Position","__ Short Deals","__ Step","__ Stop ＄  ","__ Stop ％  ","__ Trailing ％  ","__ Wait End Deal ","__  LO / HI ","__     Order Size","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__﻿","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","comment"
381.00,346.00,422.00,352.00,269.00,450.00,313.00,166.00,489.00,,,,24.76,22.26,27.62,,,,0.86,1.46,0.16,,,,35.80,33.09,39.05,105.33,,39.73,21.76,17.97,,,,371.44,178.07,193.37,,,,393.80,198.56,195.24,,,,42.52,42.52,36.76,,,,52.92,39.23,52.92,0,0,0,0,0,0,117.22,,143.89,,,,,22.36,20.49,1.88,15.00,8.00,7.00,11.00,6.00,5.00,3.19,,42.31,42.86,41.67,1.06,1.12,1.01,1.45,1.49,1.41,-0.17,-0.25,26.00,14.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 6 => 7."
273.00,297.00,227.00,249.00,253.00,244.00,220.00,189.00,260.00,,,,22.75,21.00,26.01,,,,-2.85,-3.89,-1.21,,,,22.03,20.82,23.58,105.33,,54.60,33.66,20.95,,,,455.08,273.02,182.05,,,,352.45,187.38,165.08,,,,42.45,42.45,33.65,,,,38.06,38.06,37.28,0,0,0,0,0,0,174.09,,111.86,,,,,-102.62,-85.65,-16.98,20.00,13.00,7.00,16.00,9.00,7.00,3.15,,44.44,40.91,50.00,0.77,0.69,0.91,0.97,0.99,0.91,-1.26,-0.78,36.00,22.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1.1."
355.00,318.00,392.00,401.00,278.00,536.00,473.00,222.00,786.00,,,,24.40,22.32,26.48,,,,2.56,4.16,0.82,,,,44.50,41.23,48.59,105.37,,35.31,18.82,16.50,,,,341.61,156.24,185.37,,,,400.52,206.14,194.38,,,,42.52,42.52,36.80,,,,62.07,46.09,62.07,0,0,0,0,0,0,114.86,,148.96,,,,,58.91,49.89,9.01,14.00,7.00,7.00,9.00,5.00,4.00,3.21,,39.13,41.67,36.36,1.17,1.32,1.05,1.82,1.85,1.84,-0.03,-0.04,23.00,12.00,11.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.1 => 2.1."
352.00,295.00,392.00,439.00,327.00,550.00,569.00,359.00,919.00,,,,25.07,22.80,26.69,,,,6.61,13.39,-0.17,,,,54.14,49.58,61.72,105.37,,31.01,15.18,15.83,,,,300.83,114.00,186.83,,,,433.04,247.90,185.14,,,,42.77,42.77,36.86,,,,74.29,55.73,74.29,0,0,0,0,0,0,115.05,,244.05,,,,,132.21,133.90,-1.69,12.00,5.00,7.00,8.00,5.00,3.00,31.92,,40.00,50.00,30.00,1.44,2.17,0.99,2.16,2.17,2.31,0.35,0.78,20.00,10.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.5."
272.00,471.00,123.00,733.00,462.00,1004.00,1378.00,453.00,2767.00,,,,30.39,31.77,29.35,,,,12.06,14.15,9.97,,,,71.49,60.08,88.62,105.33,,18.80,9.10,9.70,,,,212.70,95.31,117.39,,,,357.41,180.20,177.21,,,,48.42,48.42,38.15,,,,98.93,63.64,98.93,0,0,0,0,0,0,156.11,,257.63,,,,,144.71,84.89,59.82,7.00,3.00,4.00,5.00,3.00,2.00,24.59,,41.67,50.00,33.33,1.68,1.89,1.51,2.35,1.89,3.02,0.30,0.54,12.00,6.00,6.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
355.00,318.00,392.00,401.00,278.00,536.00,473.00,222.00,786.00,,,,24.40,22.32,26.48,,,,2.56,4.16,0.82,,,,44.50,41.23,48.59,105.37,,35.31,18.82,16.50,,,,341.61,156.24,185.37,,,,400.52,206.14,194.38,,,,42.52,42.52,36.80,,,,62.07,46.09,62.07,0,0,0,0,0,0,114.86,,148.96,,,,,58.91,49.89,9.01,14.00,7.00,7.00,9.00,5.00,4.00,3.21,,39.13,41.67,36.36,1.17,1.32,1.05,1.82,1.85,1.84,-0.03,-0.04,23.00,12.00,11.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.1."
321.00,277.00,391.00,263.00,210.00,338.00,140.00,53.00,244.00,,,,22.39,20.09,25.98,,,,-7.02,-7.10,-6.91,,,,25.12,23.22,27.40,105.37,,51.05,30.24,20.81,,,,515.07,281.27,233.79,,,,276.33,139.34,137.00,,,,41.79,41.79,36.62,,,,37.66,27.52,37.66,0,0,0,0,0,0,265.51,,48.93,,,,,-238.72,-141.93,-96.79,23.00,14.00,9.00,11.00,6.00,5.00,3.11,,32.35,30.00,35.71,0.54,0.50,0.59,1.12,1.16,1.06,-3.10,-0.95,34.00,20.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.30,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.1 => 1.3."
557.00,238.00,769.00,786.00,286.00,1412.00,1073.00,318.00,3340.00,,,,29.87,28.19,30.98,,,,20.84,34.37,3.92,,,,84.23,76.09,108.65,105.33,,14.47,7.68,6.79,,,,149.33,56.38,92.95,,,,336.88,228.23,108.65,,,,43.11,43.11,37.21,,,,108.65,80.20,108.65,0,0,0,0,0,0,87.84,,300.54,,,,,187.55,171.85,15.70,5.00,2.00,3.00,4.00,3.00,1.00,47.71,,44.44,60.00,25.00,2.26,4.05,1.17,2.82,2.70,3.51,0.64,1.56,9.00,5.00,4.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,3.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.3 => 3.6."
309.00,260.00,391.00,254.00,200.00,333.00,133.00,53.00,230.00,,,,21.78,19.28,25.95,,,,-7.69,-7.68,-7.70,,,,23.04,21.30,25.14,105.37,,52.46,31.66,20.80,,,,522.68,289.15,233.52,,,,253.48,127.79,125.70,,,,41.70,41.70,36.60,,,,34.63,25.28,34.63,0,0,0,0,0,0,292.17,,45.46,,,,,-269.19,-161.37,-107.83,24.00,15.00,9.00,11.00,6.00,5.00,3.10,,31.43,28.57,35.71,0.49,0.44,0.54,1.06,1.11,0.97,-4.67,-0.98,35.00,21.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.20,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1.2."
145.00,163.00,118.00,201.00,220.00,177.00,258.00,281.00,231.00,,,,19.13,17.46,21.54,,,,1.07,1.45,0.57,,,,21.27,21.94,20.47,105.33,,67.13,38.52,28.61,,,,420.85,227.01,193.84,,,,468.03,263.30,204.72,,,,36.90,36.90,29.02,,,,40.10,40.10,34.73,0,0,0,0,0,0,108.75,,193.30,,,,,47.18,36.29,10.88,22.00,13.00,9.00,22.00,12.00,10.00,3.20,,50.00,48.00,52.63,1.11,1.16,1.06,1.11,1.26,0.95,-0.08,-0.10,44.00,25.00,19.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.20,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
259.00,245.00,268.00,420.00,287.00,540.00,822.00,349.00,1768.00,,,,19.18,20.14,18.54,,,,4.79,10.42,-0.34,,,,64.70,56.27,81.57,105.18,,32.39,15.10,17.28,,,,287.67,120.84,166.83,,,,388.16,225.04,163.12,,,,30.80,30.80,26.74,,,,85.03,63.56,85.03,0,0,0,0,0,0,122.88,,205.95,,,,,100.49,104.19,-3.70,15.00,6.00,9.00,6.00,4.00,2.00,29.13,,28.57,40.00,18.18,1.35,1.86,0.98,3.37,2.79,4.40,0.24,0.45,21.00,10.00,11.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,4.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
528.00,789.00,397.00,692.00,546.00,817.00,1062.00,303.00,3339.00,,,,25.47,28.30,24.05,,,,6.99,22.02,-5.90,,,,80.02,72.35,103.02,103.37,,20.48,9.14,11.34,,,,229.19,84.89,144.30,,,,320.04,217.02,103.02,,,,37.01,37.01,31.98,,,,103.02,76.32,103.02,0,0,0,0,0,0,102.11,,165.18,,,,,90.85,132.13,-41.28,9.00,3.00,6.00,4.00,3.00,1.00,31.99,,30.77,50.00,14.29,1.40,2.56,0.71,3.14,2.56,4.28,0.37,0.57,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,4.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 5 => 6."
278.00,240.00,328.00,282.00,236.00,341.00,291.00,228.00,366.00,,,,19.52,17.34,22.43,,,,-2.19,-1.34,-3.29,,,,30.89,30.66,31.16,102.41,,48.49,27.57,20.91,,,,409.96,208.08,201.88,,,,339.76,183.96,155.80,,,,36.33,36.33,31.66,,,,56.55,56.55,42.49,0,0,0,0,0,0,159.30,,102.11,,,,,-70.20,-24.11,-46.08,21.00,12.00,9.00,11.00,6.00,5.00,2.87,,34.38,33.33,35.71,0.83,0.88,0.77,1.58,1.77,1.39,-0.65,-0.60,32.00,18.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 4 => 1.7."
255.00,302.00,209.00,581.00,289.00,915.00,1233.00,267.00,2682.00,,,,29.24,28.11,30.37,,,,-3.55,-2.55,-4.70,,,,47.83,40.07,59.49,102.41,,23.18,11.95,11.23,,,,292.43,140.57,151.86,,,,239.17,120.21,118.96,,,,48.09,48.09,38.08,,,,66.68,42.18,66.68,0,0,0,0,0,0,155.84,,97.20,,,,,-53.26,-20.36,-32.90,10.00,5.00,5.00,5.00,3.00,2.00,24.39,,33.33,37.50,28.57,0.82,0.86,0.78,1.64,1.43,1.96,-0.35,-0.39,15.00,8.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,1.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 6 => 8."
504.00,787.00,80.00,1044.00,582.00,1813.00,1944.00,276.00,5279.00,,,,31.46,30.90,32.29,,,,17.49,13.46,24.21,,,,99.08,80.01,137.22,102.33,,12.86,8.38,4.48,,,,157.28,92.70,64.58,,,,297.22,160.00,137.22,,,,49.37,49.37,38.76,,,,137.22,85.92,137.22,0,0,0,0,0,0,78.86,,268.88,,,,,139.94,67.30,72.64,5.00,3.00,2.00,3.00,2.00,1.00,33.87,,37.50,40.00,33.33,1.89,1.73,2.13,3.15,2.59,4.25,0.65,2.57,8.00,5.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
190.00,238.00,159.00,885.00,378.00,1392.00,1580.00,471.00,3243.00,,,,31.60,31.79,31.47,,,,24.49,27.95,21.04,,,,80.59,67.78,99.81,100.14,,15.84,7.65,8.20,,,,157.98,63.58,94.41,,,,402.90,203.30,199.60,,,,48.62,48.62,38.26,,,,111.30,72.11,111.30,0,0,0,0,0,0,133.24,,328.52,,,,,244.92,139.73,105.19,5.00,2.00,3.00,5.00,3.00,2.00,25.35,,50.00,60.00,40.00,2.55,3.20,2.11,2.55,2.13,3.17,0.54,1.52,10.00,5.00,5.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,2.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.8."
385.00,362.00,401.00,553.00,363.00,742.00,832.00,364.00,1768.00,,,,26.44,25.04,27.37,,,,8.36,17.22,-0.50,,,,66.38,59.50,80.14,100.14,,24.95,12.15,12.80,,,,264.38,100.16,164.22,,,,398.20,237.94,160.26,,,,42.58,42.58,36.91,,,,83.49,62.42,83.49,0,0,0,0,0,0,115.19,,215.67,,,,,133.82,137.78,-3.96,10.00,4.00,6.00,6.00,4.00,2.00,32.44,,37.50,50.00,25.00,1.51,2.38,0.98,2.51,2.38,2.93,0.39,0.87,16.00,8.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.8."
434.00,519.00,376.00,418.00,360.00,471.00,379.00,120.00,897.00,,,,21.56,20.88,22.01,,,,-1.32,5.89,-7.87,,,,49.28,46.04,55.78,99.02,,32.36,15.06,17.31,,,,323.41,125.29,198.13,,,,295.69,184.14,111.54,,,,36.73,36.73,31.79,,,,71.24,52.57,71.24,0,0,0,0,0,0,104.79,,131.82,,,,,-27.73,58.86,-86.58,15.00,6.00,9.00,6.00,4.00,2.00,32.03,,28.57,40.00,18.18,0.91,1.47,0.56,2.29,2.21,2.53,-0.62,-0.57,21.00,10.00,11.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,2.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
156.00,151.00,162.00,149.00,131.00,171.00,136.00,90.00,188.00,,,,13.47,12.70,14.43,,,,-2.73,-2.97,-2.44,,,,18.75,17.44,20.20,98.94,,85.45,46.82,38.64,,,,511.88,266.62,245.25,,,,356.22,174.42,181.81,,,,24.68,24.68,21.53,,,,31.26,22.96,31.26,0,0,0,0,0,0,204.50,,73.98,,,,,-155.64,-92.21,-63.44,38.00,21.00,17.00,19.00,10.00,9.00,2.51,,33.33,32.26,34.62,0.70,0.65,0.74,1.39,1.37,1.40,-1.08,-0.73,57.00,31.00,26.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",4.00,333.00,4.50,1.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
