"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Take Profit % (How much stock has to rise from entry to trigger take profit) Using tighter % will have higher win rates (try 5% as an example). Using looser will produce bigger winners w/ lower win rates.","__Take Profit % QTY (How much profit you want to take after take profit target is triggered)","__Change this if you want to see Copp Curve calculated for current ticker. All Copp Curve calculations are base on NYSE Composite","__Standard Copp settings are (10, 14, 11) however, DOUBLE these lengths as alternate settings to (20,28,22) and you will find it may produce better results, but less trades","__WMA Length (Experiment changing this to longer lengths for less trades, but higher win %)","__Long RoC Length","__Short RoC Length","__Start Date","__Start Month","__Start Year","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3313.07,132.52,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
1183.95,47.36,1183.95,47.36,0,0,11101.20,444.05,11101.20,444.05,0,0,9917.25,396.69,9917.25,396.69,0,0,3400.92,60.54,1992.07,37.34,3308.66,132.35,0.33,1.09,1.12,1.12,"N/A",58.00,58.00,0,0,0,627.30,627.30,0,130.00,130.00,0,0,0,0,61.00,61.00,0,69.00,69.00,0,46.92,46.92,"N/A",9.11,0.45,9.11,0.45,"N/A",181.99,5.73,181.99,5.73,"N/A",143.73,4.22,143.73,4.22,"N/A",1.27,1.27,"N/A",603.34,18.65,603.34,18.65,"N/A",698.71,14.54,698.71,14.54,"N/A",56.00,56.00,0,57.00,57.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.9.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.90,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3315.02,132.60,0.42,2.16,1.25,1.25,"N/A",57.00,57.00,0,107.59,2.02,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3312.58,132.50,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,63.77,1.97,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
566.01,22.64,566.01,22.64,0,0,9424.30,376.97,9424.30,376.97,0,0,8858.29,354.33,8858.29,354.33,0,0,2635.49,55.94,1633.66,36.50,3312.58,132.50,0.26,0.73,1.06,1.06,"N/A",55.00,55.00,0,0,0,519.24,519.24,0,122.00,122.00,0,0,0,0,51.00,51.00,0,71.00,71.00,0,41.80,41.80,"N/A",4.64,0.34,4.64,0.34,"N/A",184.79,6.64,184.79,6.64,"N/A",124.76,4.19,124.76,4.19,"N/A",1.48,1.48,"N/A",539.62,20.63,539.62,20.63,"N/A",586.07,14.54,586.07,14.54,"N/A",61.00,61.00,0,68.00,68.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.10,"Small",true,true
2298.27,91.93,2298.27,91.93,0,0,12545.51,501.82,12545.51,501.82,0,0,10247.25,409.89,10247.25,409.89,0,0,4553.94,67.26,2132.57,33.84,3313.55,132.54,0.40,1.91,1.22,1.22,"N/A",57.00,57.00,0,95.54,1.99,549.96,549.96,0,101.00,101.00,0,1.00,1.00,0,38.00,38.00,0,63.00,63.00,0,37.62,37.62,"N/A",22.76,0.91,22.76,0.91,"N/A",330.15,9.47,330.15,9.47,"N/A",162.65,4.25,162.65,4.25,"N/A",2.03,2.03,"N/A",968.87,27.06,968.87,27.06,"N/A",842.13,14.54,842.13,14.54,"N/A",80.00,80.00,0,113.00,113.00,0,60.00,60.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.75,"Small",true,true
749.08,29.96,749.08,29.96,0,0,11175.94,447.04,11175.94,447.04,0,0,10426.86,417.07,10426.86,417.07,0,0,2986.75,57.80,1918.31,45.19,3313.55,132.54,0.30,0.76,1.07,1.07,"N/A",65.00,65.00,0,0,0,761.80,761.80,0,160.00,160.00,0,0,0,0,83.00,83.00,0,77.00,77.00,0,51.88,51.88,"N/A",4.68,0.27,4.68,0.27,"N/A",134.65,4.23,134.65,4.23,"N/A",135.41,4.00,135.41,4.00,"N/A",0.99,0.99,"N/A",442.37,13.71,442.37,13.71,"N/A",642.80,14.54,642.80,14.54,"N/A",41.00,41.00,0,40.00,40.00,0,41.00,41.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.4.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.40,"Small",true,true
976.63,39.07,976.63,39.07,0,0,10737.98,429.52,10737.98,429.52,0,0,9761.35,390.45,9761.35,390.45,0,0,3145.71,57.53,2033.56,39.15,3314.53,132.58,0.31,0.96,1.10,1.10,"N/A",60.00,60.00,0,0,0,627.45,627.45,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",7.34,0.39,7.34,0.39,"N/A",170.44,5.47,170.44,5.47,"N/A",139.45,4.18,139.45,4.18,"N/A",1.22,1.22,"N/A",538.71,17.66,538.71,17.66,"N/A",680.15,14.54,680.15,14.54,"N/A",54.00,54.00,0,55.00,55.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.8.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.80,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3315.02,132.60,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,65.15,2.02,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
1147.01,45.88,1147.01,45.88,0,0,10880.83,435.23,10880.83,435.23,0,0,9733.82,389.35,9733.82,389.35,0,0,3321.02,59.97,1863.96,35.44,3320.40,132.82,0.32,1.18,1.12,1.12,"N/A",55.00,55.00,0,0,0,596.88,596.88,0,126.00,126.00,0,0,0,0,56.00,56.00,0,70.00,70.00,0,44.44,44.44,"N/A",9.10,0.46,9.10,0.46,"N/A",194.30,6.25,194.30,6.25,"N/A",139.05,4.17,139.05,4.17,"N/A",1.40,1.40,"N/A",610.87,19.64,610.87,19.64,"N/A",688.78,14.54,688.78,14.54,"N/A",58.00,58.00,0,61.00,61.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.00,"Small",true,true
1889.67,75.59,1889.67,75.59,0,0,11640.56,465.62,11640.56,465.62,0,0,9750.89,390.04,9750.89,390.04,0,0,3959.26,64.11,1945.97,33.17,3320.40,132.82,0.37,1.64,1.19,1.19,"N/A",55.00,55.00,0,0,0,546.07,546.07,0,106.00,106.00,0,0,0,0,42.00,42.00,0,64.00,64.00,0,39.62,39.62,"N/A",17.83,0.76,17.83,0.76,"N/A",277.16,8.35,277.16,8.35,"N/A",152.36,4.22,152.36,4.22,"N/A",1.82,1.82,"N/A",796.54,24.59,796.54,24.59,"N/A",768.15,14.54,768.15,14.54,"N/A",75.00,75.00,0,97.00,97.00,0,61.00,61.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.5.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.50,"Small",true,true
2766.41,110.66,2766.41,110.66,0,0,13570.54,542.82,13570.54,542.82,0,0,10804.14,432.17,10804.14,432.17,0,0,5128.04,69.82,2282.82,32.72,3318.94,132.76,0.43,2.24,1.26,1.26,"N/A",57.00,57.00,0,109.84,2.09,580.49,580.49,0,100.00,100.00,0,1.00,1.00,0,38.00,38.00,0,62.00,62.00,0,38.00,38.00,"N/A",27.66,1.02,27.66,1.02,"N/A",357.12,9.64,357.12,9.64,"N/A",174.26,4.27,174.26,4.27,"N/A",2.05,2.05,"N/A",1058.31,27.56,1058.31,27.56,"N/A",913.54,14.54,913.54,14.54,"N/A",81.00,81.00,0,115.00,115.00,0,60.00,60.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.8.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.80,"Small",true,true
3566.39,142.66,3566.39,142.66,0,0,14963.70,598.55,14963.70,598.55,0,0,11397.31,455.89,11397.31,455.89,0,0,5950.74,72.86,2435.62,33.66,3318.94,132.76,0.45,2.76,1.31,1.31,"N/A",58.00,58.00,0,126.52,2.09,611.21,611.21,0,97.00,97.00,0,1.00,1.00,0,37.00,37.00,0,60.00,60.00,0,38.14,38.14,"N/A",36.77,1.21,36.77,1.21,"N/A",404.42,10.09,404.42,10.09,"N/A",189.96,4.27,189.96,4.27,"N/A",2.13,2.13,"N/A",1198.85,29.04,1198.85,29.04,"N/A",1015.88,14.54,1015.88,14.54,"N/A",84.00,84.00,0,120.00,120.00,0,62.00,62.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.95.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.95,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3321.38,132.86,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,116.94,2.13,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
1009.19,40.37,1009.19,40.37,0,0,11678.30,467.13,11678.30,467.13,0,0,10669.11,426.76,10669.11,426.76,0,0,3135.09,57.45,2058.37,39.71,3320.89,132.84,0.33,0.87,1.10,1.10,"N/A",64.00,64.00,0,0,0,733.98,733.98,0,147.00,147.00,0,0,0,0,74.00,74.00,0,73.00,73.00,0,50.34,50.34,"N/A",6.87,0.35,6.87,0.35,"N/A",157.81,4.78,157.81,4.78,"N/A",146.15,4.13,146.15,4.13,"N/A",1.08,1.08,"N/A",536.36,15.69,536.36,15.69,"N/A",678.83,14.54,678.83,14.54,"N/A",46.00,46.00,0,45.00,45.00,0,48.00,48.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.60,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3321.38,132.86,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,116.94,2.13,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
1009.19,40.37,1009.19,40.37,0,0,11678.30,467.13,11678.30,467.13,0,0,10669.11,426.76,10669.11,426.76,0,0,3135.09,57.45,2058.37,39.71,3320.89,132.84,0.33,0.87,1.10,1.10,"N/A",64.00,64.00,0,0,0,733.98,733.98,0,147.00,147.00,0,0,0,0,74.00,74.00,0,73.00,73.00,0,50.34,50.34,"N/A",6.87,0.35,6.87,0.35,"N/A",157.81,4.78,157.81,4.78,"N/A",146.15,4.13,146.15,4.13,"N/A",1.08,1.08,"N/A",536.36,15.69,536.36,15.69,"N/A",678.83,14.54,678.83,14.54,"N/A",46.00,46.00,0,45.00,45.00,0,48.00,48.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.60,"Small",true,true
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3325.30,133.01,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
1135.88,45.44,1135.88,45.44,0,0,11464.30,458.57,11464.30,458.57,0,0,10328.42,413.14,10328.42,413.14,0,0,2952.32,55.97,1653.25,37.97,3325.30,133.01,0.34,0.98,1.11,1.11,"N/A",63.00,63.00,0,0,0,805.84,805.84,0,166.00,166.00,0,0,0,0,91.00,91.00,0,75.00,75.00,0,54.82,54.82,"N/A",6.84,0.32,6.84,0.32,"N/A",125.98,3.92,125.98,3.92,"N/A",137.71,4.03,137.71,4.03,"N/A",0.92,0.92,"N/A",417.02,12.72,417.02,12.72,"N/A",656.10,14.54,656.10,14.54,"N/A",38.00,38.00,0,39.00,39.00,0,38.00,38.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.30,"Small",true,true
455.10,18.20,455.10,18.20,0,0,9995.11,399.80,9995.11,399.80,0,0,9540.01,381.60,9540.01,381.60,0,0,2320.28,52.27,1500.81,39.00,3322.85,132.91,0.24,0.58,1.05,1.05,"N/A",61.00,61.00,0,0,0,833.41,833.41,0,191.00,191.00,0,0,0,0,112.00,112.00,0,79.00,79.00,0,58.64,58.64,"N/A",2.38,0.16,2.38,0.16,"N/A",89.24,3.05,89.24,3.05,"N/A",120.76,3.94,120.76,3.94,"N/A",0.74,0.74,"N/A",301.86,10.24,301.86,10.24,"N/A",552.18,14.54,552.18,14.54,"N/A",30.00,30.00,0,29.00,29.00,0,33.00,33.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.05.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.05,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3322.85,132.91,0.42,2.16,1.25,1.25,"N/A",57.00,57.00,0,114.92,2.15,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3323.34,132.93,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,118.83,2.16,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
2062.25,82.49,2062.25,82.49,0,0,12116.03,484.64,12116.03,484.64,0,0,10053.78,402.15,10053.78,402.15,0,0,4241.67,65.68,2107.57,34.63,3324.81,132.99,0.39,1.66,1.21,1.21,"N/A",56.00,56.00,0,0,0,547.42,547.42,0,104.00,104.00,0,0,0,0,39.00,39.00,0,65.00,65.00,0,37.50,37.50,"N/A",19.83,0.83,19.83,0.83,"N/A",310.67,9.17,310.67,9.17,"N/A",154.67,4.18,154.67,4.18,"N/A",2.01,2.01,"N/A",917.78,26.57,917.78,26.57,"N/A",803.30,14.54,803.30,14.54,"N/A",78.00,78.00,0,109.00,109.00,0,59.00,59.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.7.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.70,"Small",true,true
419.75,16.79,419.75,16.79,0,0,10287.44,411.50,10287.44,411.50,0,0,9867.69,394.71,9867.69,394.71,0,0,2175.93,49.30,1656.86,38.14,3322.85,132.91,0.24,0.53,1.04,1.04,"N/A",60.00,60.00,0,0,0,871.91,871.91,0,195.00,195.00,0,0,0,0,115.00,115.00,0,80.00,80.00,0,58.97,58.97,"N/A",2.15,0.15,2.15,0.15,"N/A",89.46,2.98,89.46,2.98,"N/A",123.35,3.91,123.35,3.91,"N/A",0.73,0.73,"N/A",292.28,9.75,292.28,9.75,"N/A",580.40,14.54,580.40,14.54,"N/A",30.00,30.00,0,28.00,28.00,0,32.00,32.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.00,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3322.85,132.91,0.42,2.16,1.25,1.25,"N/A",57.00,57.00,0,114.92,2.15,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3320.89,132.84,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,116.47,2.12,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
1889.67,75.59,1889.67,75.59,0,0,11640.56,465.62,11640.56,465.62,0,0,9750.89,390.04,9750.89,390.04,0,0,3959.26,64.11,1945.97,33.17,3320.89,132.84,0.37,1.64,1.19,1.19,"N/A",55.00,55.00,0,0,0,546.07,546.07,0,106.00,106.00,0,0,0,0,42.00,42.00,0,64.00,64.00,0,39.62,39.62,"N/A",17.83,0.76,17.83,0.76,"N/A",277.16,8.35,277.16,8.35,"N/A",152.36,4.22,152.36,4.22,"N/A",1.82,1.82,"N/A",796.54,24.59,796.54,24.59,"N/A",768.15,14.54,768.15,14.54,"N/A",75.00,75.00,0,97.00,97.00,0,61.00,61.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.5.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.50,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3323.34,132.93,0.30,0.72,1.07,1.07,"N/A",61.00,61.00,0,69.86,2.16,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
