"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Take Profit % (How much stock has to rise from entry to trigger take profit) Using tighter % will have higher win rates (try 5% as an example). Using looser will produce bigger winners w/ lower win rates.","__Take Profit % QTY (How much profit you want to take after take profit target is triggered)","__Change this if you want to see Copp Curve calculated for current ticker. All Copp Curve calculations are base on NYSE Composite","__Standard Copp settings are (10, 14, 11) however, DOUBLE these lengths as alternate settings to (20,28,22) and you will find it may produce better results, but less trades","__WMA Length (Experiment changing this to longer lengths for less trades, but higher win %)","__Long RoC Length","__Short RoC Length","__Start Date","__Start Month","__Start Year","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
433.80,17.35,433.80,17.35,0,0,10153.62,406.14,10153.62,406.14,0,0,9719.82,388.79,9719.82,388.79,0,0,2422.05,51.97,1736.87,38.82,3308.17,132.33,0.25,0.56,1.05,1.05,"N/A",63.00,63.00,0,0,0,816.46,816.46,0,182.00,182.00,0,0,0,0,105.00,105.00,0,77.00,77.00,0,57.69,57.69,"N/A",2.38,0.17,2.38,0.17,"N/A",96.70,3.22,96.70,3.22,"N/A",126.23,3.99,126.23,3.99,"N/A",0.77,0.77,"N/A",340.97,10.74,340.97,10.74,"N/A",579.73,14.54,579.73,14.54,"N/A",32.00,32.00,0,30.00,30.00,0,35.00,35.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.10,"Small",true,true
2849.38,113.98,2849.38,113.98,0,0,13297.97,531.92,13297.97,531.92,0,0,10448.59,417.94,10448.59,417.94,0,0,4206.49,65.01,1760.67,29.33,3303.77,132.15,0.48,2.66,1.27,1.27,"N/A",60.00,60.00,0,97.34,1.82,633.55,633.55,0,109.00,109.00,0,1.00,1.00,0,35.00,35.00,0,74.00,74.00,0,32.11,32.11,"N/A",26.14,0.95,26.14,0.95,"N/A",379.94,10.35,379.94,10.35,"N/A",141.20,3.50,141.20,3.50,"N/A",2.69,2.69,"N/A",1116.75,29.04,1116.75,29.04,"N/A",649.83,11.92,649.83,11.92,"N/A",74.00,74.00,0,117.00,117.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,2.95,"Small",true,true
2534.33,101.37,2534.33,101.37,0,0,13219.39,528.78,13219.39,528.78,0,0,10685.06,427.40,10685.06,427.40,0,0,5007.30,69.54,2460.05,38.51,3308.17,132.33,0.41,1.96,1.24,1.24,"N/A",57.00,57.00,0,95.49,1.90,528.46,528.46,0,94.00,94.00,0,1.00,1.00,0,37.00,37.00,0,57.00,57.00,0,39.36,39.36,"N/A",26.96,1.05,26.96,1.05,"N/A",357.28,9.90,357.28,9.90,"N/A",187.46,4.69,187.46,4.69,"N/A",1.91,1.91,"N/A",1064.63,29.04,1064.63,29.04,"N/A",966.78,15.85,966.78,15.85,"N/A",87.00,87.00,0,118.00,118.00,0,67.00,67.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,2.95,"Small",true,true
991.32,39.65,991.32,39.65,0,0,10973.37,438.93,10973.37,438.93,0,0,9982.05,399.28,9982.05,399.28,0,0,3193.14,59.03,1944.32,37.84,3314.04,132.56,0.31,0.98,1.10,1.10,"N/A",57.00,57.00,0,0,0,563.87,563.87,0,120.00,120.00,0,0,0,0,47.00,47.00,0,73.00,73.00,0,39.17,39.17,"N/A",8.26,0.48,8.26,0.48,"N/A",233.48,7.67,233.48,7.67,"N/A",136.74,4.15,136.74,4.15,"N/A",1.71,1.71,"N/A",655.18,23.10,655.18,23.10,"N/A",672.87,14.54,672.87,14.54,"N/A",62.00,62.00,0,74.00,74.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.35.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.35,"Small",true,true
1295.94,51.84,1295.94,51.84,0,0,11593.51,463.74,11593.51,463.74,0,0,10297.57,411.90,10297.57,411.90,0,0,3567.20,60.57,2139.66,38.25,3314.04,132.56,0.34,1.15,1.13,1.13,"N/A",60.00,60.00,0,0,0,660.91,660.91,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",9.74,0.46,9.74,0.46,"N/A",184.02,5.62,184.02,5.62,"N/A",147.11,4.18,147.11,4.18,"N/A",1.25,1.25,"N/A",586.05,18.16,586.05,18.16,"N/A",732.58,14.54,732.58,14.54,"N/A",54.00,54.00,0,56.00,56.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.85.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.85,"Small",true,true
708.93,28.36,708.93,28.36,0,0,10550.58,422.02,10550.58,422.02,0,0,9841.65,393.67,9841.65,393.67,0,0,2404.14,50.98,1652.33,40.66,3304.26,132.17,0.30,0.70,1.07,1.07,"N/A",61.00,61.00,0,58.66,1.83,673.17,673.17,0,140.00,140.00,0,1.00,1.00,0,35.00,35.00,0,105.00,105.00,0,25.00,25.00,"N/A",5.06,0.35,5.06,0.35,"N/A",301.45,9.85,301.45,9.85,"N/A",93.73,2.81,93.73,2.81,"N/A",3.22,3.22,"N/A",676.07,21.23,676.07,21.23,"N/A",378.04,9.72,378.04,9.72,"N/A",53.00,53.00,0,93.00,93.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,2.95,"Small",true,true
976.63,39.07,976.63,39.07,0,0,10737.98,429.52,10737.98,429.52,0,0,9761.35,390.45,9761.35,390.45,0,0,3145.71,57.53,2033.56,39.15,3304.75,132.19,0.31,0.96,1.10,1.10,"N/A",60.00,60.00,0,0,0,627.45,627.45,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",7.34,0.39,7.34,0.39,"N/A",170.44,5.47,170.44,5.47,"N/A",139.45,4.18,139.45,4.18,"N/A",1.22,1.22,"N/A",538.71,17.66,538.71,17.66,"N/A",680.15,14.54,680.15,14.54,"N/A",54.00,54.00,0,55.00,55.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.8.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.80,"Small",true,true
708.93,28.36,708.93,28.36,0,0,10550.58,422.02,10550.58,422.02,0,0,9841.65,393.67,9841.65,393.67,0,0,2404.14,50.98,1652.33,40.66,3306.71,132.27,0.30,0.70,1.07,1.07,"N/A",61.00,61.00,0,60.04,1.87,673.17,673.17,0,140.00,140.00,0,1.00,1.00,0,35.00,35.00,0,105.00,105.00,0,25.00,25.00,"N/A",5.06,0.35,5.06,0.35,"N/A",301.45,9.85,301.45,9.85,"N/A",93.73,2.81,93.73,2.81,"N/A",3.22,3.22,"N/A",676.07,21.23,676.07,21.23,"N/A",378.04,9.72,378.04,9.72,"N/A",53.00,53.00,0,93.00,93.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,2.95,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3306.71,132.27,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
1790.40,71.62,1790.40,71.62,0,0,11489.55,459.58,11489.55,459.58,0,0,9699.16,387.97,9699.16,387.97,0,0,3934.14,63.96,2044.14,35.46,3311.11,132.44,0.37,1.49,1.19,1.19,"N/A",56.00,56.00,0,0,0,528.02,528.02,0,104.00,104.00,0,0,0,0,39.00,39.00,0,65.00,65.00,0,37.50,37.50,"N/A",17.22,0.76,17.22,0.76,"N/A",294.60,9.00,294.60,9.00,"N/A",149.22,4.18,149.22,4.18,"N/A",1.97,1.97,"N/A",867.71,26.08,867.71,26.08,"N/A",765.05,14.54,765.05,14.54,"N/A",78.00,78.00,0,108.00,108.00,0,59.00,59.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.65.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.65,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3309.15,132.37,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
2014.53,80.58,2014.53,80.58,0,0,12615.16,504.61,12615.16,504.61,0,0,10600.63,424.03,10600.63,424.03,0,0,4237.41,65.66,2087.00,34.05,3306.71,132.27,0.39,1.64,1.19,1.19,"N/A",58.00,58.00,0,0,0,600.74,600.74,0,114.00,114.00,0,0,0,0,46.00,46.00,0,68.00,68.00,0,40.35,40.35,"N/A",17.67,0.74,17.67,0.74,"N/A",274.24,8.03,274.24,8.03,"N/A",155.89,4.20,155.89,4.20,"N/A",1.76,1.76,"N/A",884.70,24.09,884.70,24.09,"N/A",802.76,14.54,802.76,14.54,"N/A",66.00,66.00,0,84.00,84.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.45.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.45,"Small",true,true
2534.33,101.37,2534.33,101.37,0,0,13219.39,528.78,13219.39,528.78,0,0,10685.06,427.40,10685.06,427.40,0,0,5007.30,69.54,2460.05,38.51,3307.68,132.31,0.41,1.96,1.24,1.24,"N/A",57.00,57.00,0,95.06,1.89,528.46,528.46,0,94.00,94.00,0,1.00,1.00,0,37.00,37.00,0,57.00,57.00,0,39.36,39.36,"N/A",26.96,1.05,26.96,1.05,"N/A",357.28,9.90,357.28,9.90,"N/A",187.46,4.69,187.46,4.69,"N/A",1.91,1.91,"N/A",1064.63,29.04,1064.63,29.04,"N/A",966.78,15.85,966.78,15.85,"N/A",87.00,87.00,0,118.00,118.00,0,67.00,67.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,2.95,"Small",true,true
1009.19,40.37,1009.19,40.37,0,0,11678.30,467.13,11678.30,467.13,0,0,10669.11,426.76,10669.11,426.76,0,0,3135.09,57.45,2058.37,39.71,3304.26,132.17,0.33,0.87,1.10,1.10,"N/A",64.00,64.00,0,0,0,733.98,733.98,0,147.00,147.00,0,0,0,0,74.00,74.00,0,73.00,73.00,0,50.34,50.34,"N/A",6.87,0.35,6.87,0.35,"N/A",157.81,4.78,157.81,4.78,"N/A",146.15,4.13,146.15,4.13,"N/A",1.08,1.08,"N/A",536.36,15.69,536.36,15.69,"N/A",678.83,14.54,678.83,14.54,"N/A",46.00,46.00,0,45.00,45.00,0,48.00,48.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.60,"Small",true,true
904.35,36.17,904.35,36.17,0,0,10728.97,429.16,10728.97,429.16,0,0,9824.62,392.98,9824.62,392.98,0,0,3126.99,58.52,1951.73,38.45,3300.83,132.03,0.30,0.92,1.09,1.09,"N/A",57.00,57.00,0,0,0,559.15,559.15,0,121.00,121.00,0,0,0,0,48.00,48.00,0,73.00,73.00,0,39.67,39.67,"N/A",7.47,0.45,7.47,0.45,"N/A",223.52,7.45,223.52,7.45,"N/A",134.58,4.15,134.58,4.15,"N/A",1.66,1.66,"N/A",635.89,22.61,635.89,22.61,"N/A",664.65,14.54,664.65,14.54,"N/A",61.00,61.00,0,71.00,71.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.30,"Small",true,true
2534.33,101.37,2534.33,101.37,0,0,13219.39,528.78,13219.39,528.78,0,0,10685.06,427.40,10685.06,427.40,0,0,5007.30,69.54,2460.05,38.51,3284.20,131.37,0.41,1.96,1.24,1.24,"N/A",57.00,57.00,0,74.32,1.48,528.46,528.46,0,94.00,94.00,0,1.00,1.00,0,37.00,37.00,0,57.00,57.00,0,39.36,39.36,"N/A",26.96,1.05,26.96,1.05,"N/A",357.28,9.90,357.28,9.90,"N/A",187.46,4.69,187.46,4.69,"N/A",1.91,1.91,"N/A",1064.63,29.04,1064.63,29.04,"N/A",966.78,15.85,966.78,15.85,"N/A",87.00,87.00,0,118.00,118.00,0,67.00,67.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,2.95,"Small",true,true
1264.27,50.57,1264.27,50.57,0,0,12578.13,503.13,12578.13,503.13,0,0,11313.86,452.55,11313.86,452.55,0,0,3501.71,60.12,2151.54,40.13,3291.05,131.64,0.35,1.03,1.11,1.11,"N/A",63.00,63.00,0,0,0,797.48,797.48,0,154.00,154.00,0,0,0,0,80.00,80.00,0,74.00,74.00,0,51.95,51.95,"N/A",8.21,0.38,8.21,0.38,"N/A",157.23,4.57,157.23,4.57,"N/A",152.89,4.15,152.89,4.15,"N/A",1.03,1.03,"N/A",512.62,14.70,512.62,14.70,"N/A",724.44,14.54,724.44,14.54,"N/A",44.00,44.00,0,42.00,42.00,0,46.00,46.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.5.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.50,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3293.50,131.74,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
904.35,36.17,904.35,36.17,0,0,10728.97,429.16,10728.97,429.16,0,0,9824.62,392.98,9824.62,392.98,0,0,3126.99,58.52,1951.73,38.45,3288.60,131.54,0.30,0.92,1.09,1.09,"N/A",57.00,57.00,0,0,0,559.15,559.15,0,121.00,121.00,0,0,0,0,48.00,48.00,0,73.00,73.00,0,39.67,39.67,"N/A",7.47,0.45,7.47,0.45,"N/A",223.52,7.45,223.52,7.45,"N/A",134.58,4.15,134.58,4.15,"N/A",1.66,1.66,"N/A",635.89,22.61,635.89,22.61,"N/A",664.65,14.54,664.65,14.54,"N/A",61.00,61.00,0,71.00,71.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.30,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3279.80,131.19,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
1147.01,45.88,1147.01,45.88,0,0,10880.83,435.23,10880.83,435.23,0,0,9733.82,389.35,9733.82,389.35,0,0,3321.02,59.97,1863.96,35.44,3286.16,131.45,0.32,1.18,1.12,1.12,"N/A",55.00,55.00,0,0,0,596.88,596.88,0,126.00,126.00,0,0,0,0,56.00,56.00,0,70.00,70.00,0,44.44,44.44,"N/A",9.10,0.46,9.10,0.46,"N/A",194.30,6.25,194.30,6.25,"N/A",139.05,4.17,139.05,4.17,"N/A",1.40,1.40,"N/A",610.87,19.64,610.87,19.64,"N/A",688.78,14.54,688.78,14.54,"N/A",58.00,58.00,0,61.00,61.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.00,"Small",true,true
749.08,29.96,749.08,29.96,0,0,11175.94,447.04,11175.94,447.04,0,0,10426.86,417.07,10426.86,417.07,0,0,2986.75,57.80,1918.31,45.19,3286.65,131.47,0.30,0.76,1.07,1.07,"N/A",65.00,65.00,0,0,0,761.80,761.80,0,160.00,160.00,0,0,0,0,83.00,83.00,0,77.00,77.00,0,51.88,51.88,"N/A",4.68,0.27,4.68,0.27,"N/A",134.65,4.23,134.65,4.23,"N/A",135.41,4.00,135.41,4.00,"N/A",0.99,0.99,"N/A",442.37,13.71,442.37,13.71,"N/A",642.80,14.54,642.80,14.54,"N/A",41.00,41.00,0,40.00,40.00,0,41.00,41.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.4.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.40,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3285.18,131.41,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
878.76,35.15,878.76,35.15,0,0,10685.18,427.41,10685.18,427.41,0,0,9806.42,392.26,9806.42,392.26,0,0,3206.69,59.19,2036.93,39.58,3284.69,131.39,0.30,0.89,1.09,1.09,"N/A",56.00,56.00,0,0,0,562.31,562.31,0,121.00,121.00,0,0,0,0,49.00,49.00,0,72.00,72.00,0,40.50,40.50,"N/A",7.26,0.44,7.26,0.44,"N/A",218.06,7.22,218.06,7.22,"N/A",136.20,4.17,136.20,4.17,"N/A",1.60,1.60,"N/A",640.07,22.11,640.07,22.11,"N/A",673.93,14.54,673.93,14.54,"N/A",61.00,61.00,0,71.00,71.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.25,"Small",true,true
3888.33,155.53,3888.33,155.53,0,0,15736.58,629.46,15736.58,629.46,0,0,11848.24,473.93,11848.24,473.93,0,0,6234.47,73.77,2415.26,33.71,3286.16,131.45,0.46,3.02,1.33,1.33,"N/A",58.00,58.00,0,96.50,1.51,629.05,629.05,0,96.00,96.00,0,1.00,1.00,0,36.00,36.00,0,60.00,60.00,0,37.50,37.50,"N/A",40.50,1.29,40.50,1.29,"N/A",437.13,10.53,437.13,10.53,"N/A",197.47,4.26,197.47,4.26,"N/A",2.21,2.21,"N/A",1247.68,29.54,1247.68,29.54,"N/A",1051.17,14.54,1051.17,14.54,"N/A",85.00,85.00,0,123.00,123.00,0,62.00,62.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,3.00,"Small",true,true
1135.88,45.44,1135.88,45.44,0,0,11464.30,458.57,11464.30,458.57,0,0,10328.42,413.14,10328.42,413.14,0,0,2952.32,55.97,1653.25,37.97,3285.18,131.41,0.34,0.98,1.11,1.11,"N/A",63.00,63.00,0,0,0,805.84,805.84,0,166.00,166.00,0,0,0,0,91.00,91.00,0,75.00,75.00,0,54.82,54.82,"N/A",6.84,0.32,6.84,0.32,"N/A",125.98,3.92,125.98,3.92,"N/A",137.71,4.03,137.71,4.03,"N/A",0.92,0.92,"N/A",417.02,12.72,417.02,12.72,"N/A",656.10,14.54,656.10,14.54,"N/A",38.00,38.00,0,39.00,39.00,0,38.00,38.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.30,"Small",true,true
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3285.18,131.41,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3292.52,131.70,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,52.40,1.62,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
